,label,attempt_0,attempt_1,attempt_2,attempt_3
552,genuine,match,match,match,match
553,genuine,match,match,match,match
554,genuine,impersonator,match,match,match
555,genuine,match,match,match,match
556,genuine,impersonator,match,impersonator,match
557,genuine,mismatch,match,match,match
558,genuine,match,match,match,match
559,genuine,impersonator,match,mismatch,match
560,genuine,match,match,match,match
561,genuine,match,impersonator,match,match
562,genuine,match,match,match,match
563,genuine,match,match,match,match
564,genuine,match,match,match,match
565,genuine,match,match,match,match
566,genuine,match,match,match,match
567,genuine,match,match,match,match
568,genuine,match,match,match,match
569,genuine,impersonator,match,mismatch,match
570,genuine,mismatch,match,match,match
571,genuine,match,match,match,match
572,genuine,impersonator,match,match,match
573,genuine,match,match,match,match
574,genuine,match,match,match,match
575,genuine,match,match,match,match
576,genuine,match,match,match,match
577,genuine,match,match,match,impersonator
578,genuine,mismatch,match,match,match
579,genuine,match,match,match,match
580,genuine,match,match,match,match
581,genuine,match,match,impersonator,match
582,genuine,match,impersonator,match,match
583,genuine,match,match,match,match
584,genuine,match,match,impersonator,match
585,genuine,match,impersonator,match,impersonator
586,genuine,match,impersonator,impersonator,match
587,genuine,match,match,match,match
588,genuine,match,impersonator,match,impersonator
589,genuine,match,match,match,match
590,genuine,match,match,match,match
591,genuine,match,match,match,match
592,genuine,match,match,match,impersonator
593,genuine,match,match,match,match
594,genuine,match,match,match,match
595,genuine,match,match,match,match
596,genuine,match,impersonator,match,impersonator
597,genuine,match,mismatch,match,match
598,genuine,match,match,match,match
599,genuine,match,match,match,match
600,genuine,match,match,match,impersonator
601,genuine,match,match,match,impersonator
602,genuine,match,match,match,impersonator
603,genuine,match,match,match,match
604,genuine,match,match,impersonator,match
605,genuine,match,match,match,match
606,genuine,match,match,match,match
607,genuine,match,match,match,impersonator
608,genuine,match,match,match,match
609,genuine,match,match,mismatch,mismatch
610,genuine,match,match,match,match
611,genuine,match,match,match,match
612,genuine,match,match,match,match
613,genuine,match,impersonator,match,match
614,genuine,match,match,match,match
615,genuine,match,match,match,match
616,genuine,match,match,match,match
617,genuine,match,match,match,match
618,genuine,impersonator,match,match,match
619,genuine,match,match,match,match
620,genuine,match,match,match,match
621,genuine,match,impersonator,match,impersonator
622,genuine,match,match,impersonator,match
623,genuine,match,match,match,match
624,genuine,match,match,match,match
625,genuine,match,match,match,match
626,genuine,match,match,match,match
627,genuine,match,match,match,match
628,genuine,match,match,match,match
629,genuine,match,match,match,match
630,genuine,match,match,match,match
631,genuine,match,match,match,match
632,genuine,match,match,match,match
633,genuine,match,match,match,match
634,genuine,match,match,match,match
635,genuine,match,match,match,match
636,genuine,match,match,match,match
637,genuine,match,match,match,match
638,genuine,match,match,match,match
639,genuine,match,match,match,match
640,genuine,match,match,match,match
641,genuine,match,match,match,match
642,genuine,match,match,match,match
643,genuine,match,match,match,match
644,genuine,match,match,match,match
645,genuine,match,match,match,match
646,genuine,match,match,match,match
647,genuine,match,match,match,match
648,genuine,match,match,match,match
649,genuine,mismatch,match,match,match
650,genuine,match,match,impersonator,match
651,genuine,match,match,match,match
652,genuine,match,match,match,match
653,genuine,match,match,match,match
654,genuine,mismatch,match,match,match
655,genuine,match,match,match,match
656,genuine,match,match,match,match
657,genuine,match,match,match,match
658,genuine,match,match,match,match
659,genuine,match,match,match,match
660,genuine,impersonator,match,match,match
661,genuine,match,match,match,match
662,genuine,match,match,match,match
663,genuine,match,match,match,match
664,genuine,match,match,match,match
665,genuine,match,match,match,match
666,genuine,match,match,match,match
667,genuine,match,match,match,match
668,genuine,match,match,match,match
669,genuine,match,match,match,match
670,genuine,match,match,match,match
671,genuine,match,match,match,match
672,genuine,match,match,match,match
673,genuine,match,match,match,match
674,genuine,match,match,match,match
675,genuine,match,match,match,match
676,genuine,match,match,match,match
677,genuine,match,match,match,match
678,genuine,match,match,match,match
679,genuine,match,match,match,match
680,genuine,match,match,match,match
681,genuine,match,match,match,match
682,genuine,match,match,match,match
683,genuine,match,match,match,match
684,genuine,match,match,match,match
685,genuine,match,match,match,match
686,genuine,match,match,match,match
687,genuine,match,match,match,match
688,genuine,match,match,match,match
689,genuine,match,match,match,match
690,genuine,match,match,match,match
691,genuine,match,match,match,match
692,genuine,match,match,match,match
693,genuine,match,match,match,match
694,genuine,match,match,match,match
695,genuine,mismatch,match,match,match
696,genuine,match,match,match,match
697,genuine,match,match,match,match
698,genuine,match,match,match,match
699,genuine,match,match,match,match
700,genuine,match,match,match,match
701,genuine,match,match,match,match
702,genuine,match,match,match,match
703,genuine,match,match,match,match
704,genuine,match,match,match,match
705,genuine,match,match,match,match
706,genuine,match,match,match,match
707,genuine,match,match,match,match
708,genuine,match,match,match,match
709,genuine,match,match,match,match
710,genuine,match,match,match,match
711,genuine,match,match,match,match
712,genuine,match,match,match,match
713,genuine,match,match,match,match
714,genuine,match,match,match,match
715,genuine,match,match,match,match
716,genuine,match,match,match,match
717,genuine,match,mismatch,match,match
718,genuine,match,match,match,match
719,genuine,match,match,match,match
720,genuine,match,match,match,match
721,genuine,match,match,match,match
722,genuine,match,match,match,match
723,genuine,match,match,match,match
724,genuine,match,match,impersonator,match
725,genuine,match,match,match,match
726,genuine,match,match,match,match
727,genuine,match,match,match,match
728,genuine,match,match,match,match
729,genuine,match,match,match,match
730,genuine,match,match,match,match
731,genuine,match,match,match,match
732,genuine,match,match,match,match
733,genuine,match,match,match,match
734,genuine,match,match,match,match
735,genuine,match,match,match,match
736,genuine,match,match,match,match
737,genuine,match,match,match,match
738,genuine,match,match,match,match
739,genuine,match,match,match,match
740,genuine,match,match,match,match
741,genuine,match,match,match,match
742,genuine,match,match,match,match
743,genuine,match,match,match,match
744,genuine,impersonator,match,match,match
745,genuine,match,match,match,match
746,genuine,match,match,match,match
747,genuine,match,match,match,match
748,genuine,match,match,match,match
749,genuine,match,match,match,match
750,genuine,match,match,match,match
751,genuine,match,match,match,match
752,genuine,match,match,match,match
753,genuine,match,match,match,match
754,genuine,match,match,match,match
755,genuine,match,match,match,match
756,genuine,match,match,match,match
757,genuine,impersonator,match,match,match
758,genuine,match,match,match,match
759,genuine,match,match,match,match
760,genuine,match,match,match,match
761,genuine,match,match,match,match
762,genuine,match,match,match,match
763,genuine,match,match,match,match
764,genuine,match,match,match,match
765,genuine,match,match,match,match
766,genuine,match,match,match,match
767,genuine,match,match,match,match
768,genuine,match,match,match,match
769,genuine,match,match,impersonator,match
770,genuine,match,match,mismatch,match
771,genuine,match,match,match,match
772,genuine,match,match,match,match
773,genuine,match,match,match,match
774,genuine,match,match,match,match
775,genuine,match,match,match,match
776,genuine,match,match,match,match
777,genuine,match,match,match,match
778,genuine,match,match,match,match
779,genuine,match,match,match,match
780,genuine,match,match,match,match
781,genuine,match,match,match,match
782,genuine,match,match,match,match
783,genuine,match,match,match,match
784,genuine,match,match,match,match
785,genuine,match,match,match,match
786,genuine,match,match,match,match
787,genuine,match,match,match,match
788,genuine,match,match,match,match
789,genuine,match,match,match,match
790,genuine,match,match,match,match
791,genuine,match,match,match,match
792,genuine,match,match,match,match
793,genuine,match,match,match,match
794,genuine,match,match,match,impersonator
795,genuine,match,match,match,match
796,genuine,match,match,match,match
797,genuine,match,match,match,match
798,genuine,match,match,match,match
799,genuine,match,match,mismatch,match
800,genuine,match,match,match,match
801,genuine,match,match,match,match
802,genuine,match,match,match,match
803,genuine,match,match,match,match
804,genuine,match,match,match,match
805,genuine,match,match,match,match
806,genuine,match,match,match,match
807,genuine,match,match,match,match
808,genuine,match,match,match,match
809,genuine,impersonator,match,match,match
810,genuine,match,match,match,match
811,genuine,match,match,match,match
812,genuine,match,match,match,match
813,genuine,match,match,match,match
814,genuine,match,match,match,match
815,genuine,match,match,match,match
816,genuine,match,match,match,match
817,genuine,match,match,match,match
818,genuine,match,match,match,match
819,genuine,match,match,match,match
820,genuine,match,match,match,match
821,genuine,match,match,match,match
822,genuine,match,match,match,match
823,genuine,match,match,match,match
824,genuine,match,match,match,match
825,genuine,match,match,match,match
826,genuine,mismatch,match,match,match
827,genuine,match,match,match,match
828,genuine,match,match,match,match
829,genuine,match,match,match,match
830,genuine,match,match,match,match
831,genuine,match,match,match,match
832,genuine,match,match,match,match
833,genuine,match,match,match,match
834,genuine,match,match,match,match
835,genuine,match,match,match,match
836,genuine,match,match,match,match
837,genuine,match,match,match,match
838,genuine,match,match,match,match
839,genuine,match,match,match,match
840,genuine,match,match,match,match
841,genuine,match,match,match,match
842,genuine,match,match,match,match
843,genuine,match,impersonator,match,match
844,genuine,match,match,match,match
845,genuine,match,match,match,match
846,genuine,match,match,match,match
847,genuine,match,match,match,match
848,genuine,match,match,match,match
849,genuine,match,match,match,match
850,genuine,match,match,match,match
851,genuine,match,match,match,match
852,genuine,match,match,match,match
853,genuine,match,match,match,match
854,genuine,match,match,match,match
855,genuine,match,match,match,match
856,genuine,match,match,match,match
857,genuine,match,match,match,match
858,genuine,match,match,match,match
859,genuine,match,match,match,match
860,genuine,match,match,match,match
861,genuine,match,match,match,match
862,genuine,match,match,match,match
863,genuine,match,match,match,match
864,genuine,match,match,match,match
865,genuine,match,match,match,match
866,genuine,match,match,match,match
867,genuine,match,match,match,match
868,genuine,match,match,match,match
869,genuine,match,match,match,match
870,genuine,match,match,match,match
871,genuine,match,match,match,match
872,genuine,match,match,match,match
873,genuine,match,match,match,match
874,genuine,match,match,match,match
875,genuine,match,match,match,match
876,genuine,match,match,match,match
877,genuine,match,match,match,match
878,genuine,match,match,match,match
879,genuine,match,match,match,match
880,genuine,match,mismatch,match,match
881,genuine,match,match,impersonator,match
882,genuine,match,match,match,match
883,genuine,match,match,match,match
884,genuine,match,match,match,match
885,genuine,match,match,match,match
886,genuine,match,match,match,match
887,genuine,match,match,match,match
888,genuine,match,match,match,match
889,genuine,match,match,match,match
890,genuine,match,match,match,match
891,genuine,match,match,match,impersonator
892,genuine,match,match,match,match
893,genuine,match,match,match,match
894,genuine,match,match,match,match
895,genuine,match,match,match,match
896,genuine,match,match,match,match
897,genuine,match,match,match,match
898,genuine,match,match,match,match
899,genuine,match,match,match,match
900,genuine,match,match,match,match
901,genuine,match,match,match,match
902,genuine,match,match,match,match
903,genuine,match,match,match,impersonator
904,genuine,match,match,match,match
905,genuine,match,match,mismatch,match
906,genuine,match,match,match,match
907,genuine,match,match,impersonator,match
908,genuine,match,impersonator,match,match
909,genuine,match,match,match,match
910,genuine,match,match,match,match
911,genuine,match,match,match,match
912,genuine,mismatch,match,match,match
913,genuine,impersonator,match,match,match
914,genuine,match,match,match,match
915,genuine,match,match,match,match
916,genuine,match,match,match,match
917,genuine,match,match,match,match
918,genuine,match,match,match,match
919,genuine,match,match,match,match
920,genuine,match,match,match,match
921,genuine,match,match,match,match
922,genuine,match,match,match,match
923,genuine,match,match,match,match
924,genuine,match,match,match,match
925,genuine,match,match,match,match
926,genuine,match,impersonator,match,match
927,genuine,match,match,match,match
928,genuine,match,match,match,match
929,genuine,match,match,match,match
930,genuine,match,match,match,impersonator
931,genuine,match,match,match,match
932,genuine,match,match,match,match
933,genuine,match,match,match,match
934,genuine,match,match,match,match
935,genuine,match,match,match,match
936,genuine,impersonator,match,match,match
937,genuine,match,match,match,match
938,genuine,impersonator,match,match,match
939,genuine,match,match,match,match
940,genuine,mismatch,match,match,mismatch
941,genuine,match,match,match,impersonator
942,genuine,match,match,match,match
943,genuine,match,match,match,match
944,genuine,match,impersonator,match,match
945,genuine,match,match,impersonator,match
946,genuine,match,match,match,match
947,genuine,match,match,match,match
948,genuine,match,match,match,match
949,genuine,match,match,match,match
950,genuine,match,match,match,match
951,genuine,impersonator,match,match,match
952,genuine,mismatch,match,match,mismatch
953,genuine,match,match,match,match
954,genuine,match,match,match,match
955,genuine,match,match,match,match
956,genuine,match,match,match,match
957,genuine,match,match,mismatch,match
958,genuine,match,match,match,match
959,genuine,match,match,match,match
960,genuine,match,match,match,match
961,genuine,match,match,match,match
962,genuine,match,match,match,match
963,genuine,match,match,match,match
964,genuine,match,match,match,match
965,genuine,match,mismatch,match,match
966,genuine,match,match,match,match
967,genuine,match,match,match,match
