,label,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6
102,odroid2,165.0,186.0,154.0,170.0,171.0,172.0,169.0
103,rpi-8b,226.9,449.5,32.1,234.1,232.8,449.8,15.4
104,rpi-8b,425.2,16.0,232.7,233.2,233.0,216.9,233.5
105,rpi-8b,225.0,233.6,232.6,433.2,16.3,233.2,216.7
106,odroid1,165.0,168.0,167.0,167.0,166.0,167.0,168.0
107,rpi-4a,16.3,21.6,975.5,423.1,16.7,19.9,19.2
108,odroid1,163.0,168.0,165.0,3.0,163.0,5.0,325.0
109,rpi-8c,14.7,15.8,772.3,15.3,17.2,596.1,1050.7
110,odroid1,164.0,169.0,166.0,165.0,167.0,166.0,168.0
111,odroid4,171.0,171.0,174.0,174.0,174.0,173.0,172.0
112,rpi-8c,1486.4,1248.8,17.8,16.4,17.2,17.5,17.4
113,rpi-8b,228.7,232.8,448.7,32.0,15.7,216.7,216.5
114,odroid1,164.0,166.0,169.0,167.0,166.0,167.0,167.0
115,rpi-8b,230.7,433.1,16.6,232.5,433.5,16.7,233.0
116,rpi-8b,228.0,231.6,451.0,31.7,15.3,217.1,216.3
117,rpi-4a,15.7,17.7,1162.7,422.6,16.8,19.2,19.4
118,rpi-8a,216.5,412.1,233.3,232.4,216.8,433.5,16.6
119,rpi-8d,370.9,420.5,16.3,16.7,17.2,16.8,17.0
120,odroid1,164.0,169.0,166.0,16.0,151.0,335.0,165.0
121,rpi-8a,41.4,16.3,642.8,22.4,230.9,450.0,33.1
122,rpi-8b,227.3,234.3,449.1,31.4,233.1,233.3,433.3
123,rpi-8b,13.5,232.5,233.2,432.6,16.5,233.2,233.3
124,odroid1,8.0,159.0,4.0,328.0,9.0,323.0,331.0
125,odroid1,327.0,9.0,321.0,332.0,166.0,167.0,170.0
126,rpi-8a,430.5,12.2,434.2,15.5,233.8,432.9,16.6
127,odroid3,168.0,170.0,171.0,171.0,173.0,168.0,166.0
128,rpi-8b,445.2,32.2,231.1,234.8,231.3,451.0,16.0
129,odroid3,166.0,168.0,170.0,169.0,167.0,171.0,168.0
130,rpi-8b,227.9,14.0,216.8,216.2,632.9,15.4,233.7
131,rpi-8d,14.3,22.8,105.2,85.8,10.1,49.8,54.7
132,odroid1,165.0,166.0,168.0,167.0,167.0,166.0,167.0
133,odroid1,165.0,170.0,168.0,166.0,168.0,166.0,169.0
134,odroid2,166.0,186.0,11.0,150.0,350.0,166.0,167.0
135,rpi-8c,25.9,13.2,2331.1,21.9,15.9,65.8,77.8
136,odroid3,167.0,171.0,169.0,169.0,169.0,167.0,167.0
137,odroid1,164.0,169.0,166.0,17.0,152.0,333.0,166.0
138,rpi-8b,15.0,11.4,14.1,413.6,432.7,232.6,433.2
139,rpi-4a,18.6,17.6,1384.6,20.2,224.1,19.2,18.3
140,odroid2,167.0,184.0,5.0,167.0,333.0,167.0,167.0
141,odroid1,165.0,168.0,168.0,168.0,168.0,167.0,168.0
142,rpi-8d,16.0,16.9,1805.0,22.6,16.3,18.3,19.5
143,odroid2,180.0,175.0,157.0,170.0,169.0,12.0,166.0
144,rpi-8d,777.3,630.0,15.1,16.9,17.0,17.0,15.9
145,rpi-8c,74.7,83.8,65.4,68.1,32.2,67.7,23.1
146,odroid1,167.0,166.0,166.0,166.0,168.0,8.0,159.0
147,rpi-8a,229.8,232.8,232.1,433.3,16.6,233.0,233.2
148,odroid1,165.0,168.0,167.0,167.0,169.0,165.0,166.0
149,rpi-8a,229.6,433.1,16.4,233.4,16.3,216.5,617.2
150,odroid1,165.0,168.0,167.0,168.0,168.0,166.0,165.0
151,rpi-8d,20.2,17.8,20.1,730.3,19.9,19.7,19.9
152,odroid2,164.0,181.0,153.0,171.0,11.0,166.0,333.0
153,rpi-4a,16.6,19.2,781.6,208.6,18.6,18.2,819.8
154,odroid3,169.0,171.0,168.0,172.0,170.0,171.0,168.0
155,odroid2,181.0,173.0,156.0,169.0,169.0,168.0,14.0
156,rpi-4a,12.3,18.0,1157.4,17.2,832.5,19.4,15.5
157,odroid2,164.0,186.0,156.0,170.0,170.0,171.0,169.0
158,rpi-4a,42.0,1556.3,21.6,16.2,18.7,19.2,18.8
159,odroid4,173.0,174.0,173.0,173.0,173.0,174.0,174.0
160,odroid2,164.0,179.0,158.0,170.0,172.0,169.0,169.0
161,rpi-8b,14.0,235.3,232.9,450.2,16.0,234.2,231.4
162,odroid3,165.0,165.0,168.0,164.0,169.0,166.0,165.0
163,rpi-8a,16.4,215.2,412.9,233.2,433.2,16.4,232.6
164,odroid4,169.0,174.0,172.0,174.0,173.0,173.0,175.0
165,rpi-8b,16.2,13.0,6.5,858.3,30.2,30.5,216.4
166,rpi-8a,200.4,429.0,233.2,432.8,16.4,233.3,233.2
167,rpi-8d,158.5,636.3,20.4,21.4,22.1,22.0,24.0
168,rpi-8b,228.9,232.2,232.8,450.1,17.0,232.2,15.1
169,odroid4,170.0,175.0,174.0,175.0,173.0,173.0,173.0
170,rpi-8d,23.2,128.0,1658.3,14.6,16.3,16.6,16.6
171,odroid3,166.0,170.0,169.0,168.0,169.0,170.0,169.0
172,rpi-4a,13.8,991.6,623.8,12.4,221.7,15.1,17.2
173,rpi-8c,73.0,1653.4,383.5,18.3,17.6,18.6,18.1
174,rpi-8c,16.3,19.0,1627.4,15.7,19.7,20.8,17.8
175,rpi-8d,18.1,21.8,18.2,1158.7,20.1,19.6,20.9
176,odroid2,163.0,183.0,167.0,167.0,166.0,167.0,166.0
177,odroid2,163.0,179.0,156.0,170.0,170.0,170.0,169.0
178,rpi-8c,15.6,17.9,134.7,18.5,65.1,32.1,86.3
179,odroid3,161.0,170.0,170.0,172.0,169.0,171.0,166.0
180,odroid4,170.0,174.0,174.0,172.0,173.0,172.0,175.0
181,odroid3,170.0,170.0,168.0,169.0,170.0,171.0,166.0
182,rpi-8b,425.5,15.5,232.7,232.8,233.4,433.1,16.6
183,odroid1,165.0,169.0,168.0,13.0,155.0,332.0,169.0
184,odroid3,169.0,171.0,169.0,171.0,171.0,171.0,167.0
185,rpi-4a,22.1,16.0,769.9,423.0,17.0,19.4,617.7
186,rpi-8c,14.5,15.6,1168.4,418.8,16.4,16.5,17.0
187,rpi-8a,230.3,231.5,233.6,233.0,433.5,14.8,433.5
188,rpi-8c,2275.2,17.4,18.6,591.2,17.8,19.5,19.7
189,odroid3,166.0,169.0,170.0,169.0,170.0,169.0,170.0
190,odroid3,170.0,172.0,169.0,171.0,170.0,170.0,166.0
191,rpi-4a,14.8,783.2,210.3,18.7,17.2,819.9,219.7
192,odroid4,169.0,174.0,173.0,173.0,172.0,171.0,174.0
193,odroid2,165.0,187.0,154.0,172.0,172.0,170.0,169.0
194,rpi-4a,803.4,206.2,13.1,19.3,19.3,17.1,16.5
195,odroid4,172.0,173.0,176.0,173.0,174.0,172.0,171.0
196,rpi-8b,230.5,432.6,16.8,233.2,433.9,16.1,233.1
197,rpi-8b,445.8,32.3,31.0,199.5,216.4,216.3,618.0
198,rpi-8a,214.1,415.6,232.9,232.3,434.3,15.5,234.1
199,odroid3,165.0,172.0,167.0,173.0,173.0,173.0,165.0
200,odroid4,171.0,173.0,172.0,171.0,172.0,174.0,173.0
201,odroid4,170.0,175.0,175.0,173.0,172.0,175.0,173.0
202,odroid2,164.0,175.0,156.0,172.0,170.0,9.0,167.0
203,rpi-8d,17.3,19.4,17.9,773.1,18.6,18.8,21.1
204,rpi-8a,15.0,233.7,228.0,433.6,16.4,232.9,233.2
205,odroid3,167.0,170.0,170.0,167.0,169.0,169.0,170.0
206,odroid1,164.0,169.0,167.0,167.0,168.0,166.0,167.0
207,odroid3,168.0,171.0,171.0,171.0,173.0,171.0,166.0
208,rpi-8b,12.5,235.7,232.7,232.3,434.6,15.3,233.7
209,odroid2,168.0,193.0,11.0,149.0,334.0,167.0,168.0
210,odroid2,164.0,178.0,157.0,171.0,172.0,171.0,171.0
211,rpi-8c,14.0,17.8,36.1,61.4,30.4,63.9,31.6
212,rpi-8b,227.7,232.5,448.4,32.0,234.1,233.0,450.6
213,odroid3,167.0,167.0,169.0,169.0,169.0,168.0,169.0
214,rpi-8b,227.2,230.7,234.7,232.6,232.2,233.0,450.2
215,odroid3,168.0,170.0,169.0,172.0,171.0,172.0,165.0
216,odroid3,164.0,170.0,172.0,170.0,168.0,168.0,167.0
217,rpi-4a,16.8,18.9,973.2,632.0,21.6,16.6,17.3
218,rpi-8b,230.0,233.3,233.0,433.1,17.2,233.2,233.5
219,rpi-8c,13.3,18.5,981.2,13.9,183.6,632.6,16.4
220,odroid4,171.0,175.0,175.0,173.0,173.0,171.0,175.0
221,rpi-8c,17.0,52.4,50.6,1700.3,19.4,19.0,18.6
222,odroid2,167.0,188.0,154.0,170.0,169.0,168.0,14.0
223,odroid4,171.0,173.0,174.0,175.0,172.0,172.0,173.0
224,odroid2,164.0,181.0,156.0,172.0,8.0,166.0,335.0
225,odroid4,169.0,175.0,173.0,173.0,174.0,171.0,173.0
226,odroid2,164.0,181.0,159.0,172.0,168.0,170.0,183.0
227,rpi-8c,953.3,19.0,17.4,18.1,18.4,978.9,16.3
228,rpi-8d,14.9,16.9,351.9,1467.6,17.1,17.4,17.1
229,odroid4,171.0,173.0,172.0,175.0,172.0,171.0,173.0
230,rpi-8d,14.6,14.7,17.1,16.4,1200.9,16.7,16.7
231,odroid2,167.0,190.0,8.0,150.0,349.0,167.0,166.0
232,odroid1,164.0,168.0,166.0,166.0,169.0,167.0,167.0
233,odroid4,170.0,174.0,175.0,202.0,146.0,173.0,173.0
234,rpi-8b,229.6,453.8,31.5,233.2,233.6,452.6,13.9
235,rpi-8c,915.4,17.8,19.6,17.8,18.3,2253.9,15.3
236,rpi-4a,22.3,18.2,799.1,21.2,17.4,19.7,19.5
237,odroid2,165.0,186.0,152.0,170.0,168.0,171.0,168.0
238,odroid2,164.0,188.0,154.0,170.0,171.0,169.0,170.0
239,odroid4,171.0,173.0,175.0,173.0,173.0,175.0,172.0
240,odroid1,165.0,168.0,166.0,16.0,152.0,329.0,166.0
241,rpi-8c,9.8,628.7,224.6,10.0,448.5,17.8,14.4
242,rpi-8c,16.4,19.7,16.2,32.6,31.8,99.8,48.3
243,rpi-8d,12.2,1370.5,208.6,17.5,17.0,16.5,17.7
244,rpi-4a,602.9,405.3,16.2,20.6,17.2,17.5,17.5
245,rpi-8b,230.2,233.3,452.6,15.3,232.9,234.0,232.9
246,odroid1,164.0,167.0,168.0,166.0,168.0,169.0,167.0
247,rpi-4a,13.9,23.4,970.4,632.0,23.1,18.8,21.6
248,rpi-8c,1409.0,15.3,16.0,18.6,16.1,16.9,18.4
249,odroid1,165.0,167.0,166.0,167.0,165.0,168.0,167.0
250,rpi-8a,229.6,433.1,15.7,233.0,233.3,233.0,216.1
251,odroid4,172.0,174.0,191.0,165.0,174.0,347.0,32.0
252,odroid3,169.0,169.0,170.0,169.0,169.0,168.0,167.0
253,rpi-4a,15.2,16.8,1169.8,629.6,17.5,16.0,17.1
254,rpi-4a,396.2,217.5,20.9,19.6,20.3,20.0,20.5
255,rpi-8c,34.2,79.0,2004.5,15.5,16.3,17.8,15.3
256,odroid2,168.0,188.0,157.0,171.0,170.0,168.0,13.0
257,rpi-8d,14.1,18.9,954.6,834.9,20.4,20.3,20.2
258,rpi-4a,18.0,16.7,798.7,16.8,16.9,16.9,17.5
259,odroid1,166.0,168.0,168.0,166.0,169.0,167.0,167.0
260,odroid1,166.0,167.0,169.0,168.0,167.0,167.0,168.0
261,rpi-4a,788.5,424.6,19.4,20.2,20.3,19.9,20.3
262,rpi-8d,20.6,22.6,19.6,21.1,951.4,20.2,20.7
263,rpi-8a,233.7,27.6,216.4,198.9,444.7,29.2,213.1
264,odroid4,170.0,173.0,175.0,173.0,174.0,174.0,176.0
265,rpi-8c,15.6,97.0,60.2,64.0,30.8,113.9,18.1
266,odroid4,170.0,173.0,176.0,173.0,172.0,174.0,173.0
267,rpi-8a,234.3,428.0,15.4,233.4,233.4,434.1,15.9
268,rpi-8d,15.2,16.4,17.0,19.1,757.8,18.4,16.1
269,rpi-8d,15.9,17.3,142.8,1270.1,15.7,17.3,15.6
270,odroid4,173.0,173.0,174.0,176.0,173.0,173.0,174.0
271,odroid3,162.0,167.0,168.0,165.0,167.0,166.0,167.0
272,rpi-4a,15.1,16.7,1167.9,630.4,17.0,16.5,17.5
273,rpi-8b,12.7,15.4,207.9,217.3,215.5,416.8,433.7
274,odroid3,168.0,173.0,171.0,173.0,171.0,170.0,166.0
275,odroid1,164.0,167.0,165.0,168.0,166.0,169.0,167.0
276,odroid2,168.0,190.0,9.0,150.0,350.0,167.0,166.0
277,odroid3,166.0,172.0,169.0,171.0,172.0,173.0,166.0
278,odroid2,164.0,186.0,160.0,171.0,169.0,13.0,167.0
279,odroid1,165.0,168.0,169.0,13.0,153.0,333.0,167.0
280,rpi-8b,413.5,235.8,232.8,450.0,15.9,232.9,232.2
281,odroid1,164.0,167.0,168.0,15.0,153.0,330.0,165.0
282,odroid2,168.0,187.0,156.0,171.0,168.0,13.0,166.0
283,odroid4,333.0,11.0,182.0,183.0,332.0,17.0,165.0
284,odroid3,168.0,170.0,170.0,169.0,170.0,170.0,169.0
285,odroid4,171.0,172.0,173.0,177.0,173.0,173.0,172.0
286,rpi-8b,12.7,232.4,232.5,433.3,16.6,233.5,233.2
287,odroid1,166.0,170.0,166.0,166.0,168.0,167.0,168.0
288,rpi-8c,100.2,63.8,47.7,170.6,62.6,31.4,120.3
289,odroid1,166.0,168.0,167.0,165.0,169.0,167.0,169.0
290,rpi-8b,411.3,249.9,435.8,246.9,30.8,249.7,233.8
291,rpi-8b,226.6,431.4,16.5,233.1,233.2,433.7,16.4
292,odroid3,167.0,170.0,169.0,171.0,170.0,168.0,170.0
293,odroid2,167.0,191.0,154.0,172.0,171.0,171.0,8.0
294,odroid1,163.0,168.0,168.0,168.0,167.0,166.0,169.0
295,odroid4,5.0,202.0,11.0,314.0,4.0,312.0,366.0
296,odroid4,173.0,174.0,175.0,171.0,174.0,173.0,172.0
297,rpi-8a,15.6,430.5,14.1,433.1,16.5,233.2,233.3
298,odroid2,164.0,176.0,154.0,172.0,168.0,12.0,166.0
299,odroid1,165.0,167.0,167.0,17.0,150.0,329.0,168.0
300,odroid3,164.0,164.0,167.0,164.0,167.0,167.0,166.0
301,rpi-4a,16.0,18.5,1171.5,631.2,22.1,20.4,19.9
302,odroid1,166.0,168.0,167.0,166.0,167.0,168.0,167.0
303,rpi-8b,13.3,231.8,433.4,16.2,233.2,232.8,433.2
304,odroid4,170.0,174.0,176.0,173.0,174.0,175.0,174.0
305,rpi-8c,101.3,759.7,18.7,23.2,15.9,2290.3,25.5
306,rpi-8d,15.0,16.8,1636.0,14.9,17.5,17.2,17.3
307,rpi-4a,17.2,15.7,1379.5,212.4,16.8,19.7,20.8
308,rpi-8b,15.2,224.5,234.5,448.9,31.5,450.9,15.9
309,rpi-4a,17.0,1371.2,204.6,17.8,19.9,21.1,19.6
310,odroid1,164.0,168.0,168.0,168.0,167.0,166.0,168.0
311,rpi-8a,229.9,16.0,216.4,199.7,216.5,633.9,16.4
312,rpi-8b,230.3,16.6,216.2,199.9,417.0,433.3,16.6
313,odroid3,165.0,172.0,168.0,171.0,174.0,170.0,167.0
314,rpi-8d,18.3,16.2,20.6,16.8,1002.3,17.0,16.8
315,rpi-8b,13.4,432.6,16.8,232.8,233.2,232.2,433.4
316,odroid4,168.0,173.0,175.0,173.0,172.0,174.0,173.0
317,odroid4,171.0,172.0,174.0,175.0,175.0,174.0,175.0
318,odroid1,165.0,169.0,166.0,168.0,167.0,166.0,169.0
319,odroid1,165.0,170.0,165.0,167.0,168.0,166.0,167.0
320,odroid2,164.0,178.0,152.0,169.0,169.0,169.0,13.0
321,odroid3,168.0,171.0,171.0,168.0,168.0,170.0,168.0
322,odroid2,164.0,183.0,155.0,170.0,172.0,171.0,169.0
323,rpi-8d,14.4,17.2,1620.7,18.3,18.5,19.2,15.2
324,odroid2,167.0,187.0,157.0,172.0,171.0,172.0,171.0
325,rpi-8b,208.9,217.1,418.0,232.9,449.4,16.1,233.2
326,rpi-8b,15.4,226.7,230.8,450.3,31.4,234.1,450.2
327,odroid3,168.0,171.0,169.0,172.0,171.0,171.0,166.0
328,rpi-8c,951.0,17.4,17.8,1858.9,18.3,18.3,17.4
329,rpi-4a,17.0,1045.0,20.6,18.4,20.1,20.4,20.8
330,rpi-8d,16.9,18.3,69.7,1526.0,17.8,19.5,18.6
331,rpi-4a,16.4,594.2,425.2,20.1,22.2,19.2,19.7
332,rpi-8d,37.6,53.8,474.1,16.6,25.1,56.1,2429.7
333,odroid4,172.0,174.0,174.0,172.0,172.0,174.0,173.0
334,rpi-8b,17.2,9.7,229.7,199.0,416.6,232.9,450.5
335,odroid3,169.0,171.0,169.0,171.0,171.0,172.0,166.0
336,rpi-4a,16.4,1183.8,201.7,17.2,17.6,832.0,17.8
337,odroid1,163.0,167.0,166.0,167.0,167.0,166.0,169.0
338,rpi-8b,227.2,449.1,32.1,231.9,450.6,16.2,233.0
339,odroid4,170.0,173.0,175.0,174.0,174.0,172.0,172.0
340,odroid3,165.0,167.0,168.0,167.0,166.0,166.0,167.0
341,odroid2,166.0,187.0,1.0,169.0,14.0,316.0,351.0
342,odroid2,164.0,182.0,153.0,173.0,8.0,166.0,351.0
343,odroid1,166.0,168.0,168.0,166.0,168.0,168.0,166.0
344,rpi-8b,230.1,233.1,233.3,433.2,16.4,233.3,233.5
345,odroid4,170.0,174.0,175.0,174.0,174.0,173.0,172.0
346,rpi-8a,413.7,231.6,434.4,15.5,233.9,433.7,15.4
347,rpi-8c,15.1,15.1,16.9,1361.8,17.0,20.9,16.3
348,rpi-8a,429.7,23.7,8.3,216.6,215.9,216.6,417.1
349,rpi-8b,225.6,16.4,233.1,400.0,232.8,234.2,451.4
350,rpi-8c,16.3,139.1,1051.1,16.7,16.5,16.5,16.5
351,rpi-4a,15.0,983.6,632.4,16.8,16.0,427.0,406.4
352,odroid2,180.0,171.0,159.0,168.0,171.0,169.0,10.0
353,odroid3,168.0,172.0,169.0,173.0,171.0,171.0,167.0
354,odroid2,167.0,186.0,17.0,149.0,334.0,166.0,168.0
355,rpi-8c,93.5,2015.9,18.3,447.6,17.0,15.7,16.9
356,rpi-8c,1178.5,21.2,21.3,16.1,17.9,19.5,19.6
357,odroid4,173.0,172.0,175.0,173.0,174.0,175.0,172.0
358,rpi-8a,431.1,15.2,232.2,233.3,16.3,216.5,617.1
359,rpi-8d,21.2,17.0,17.7,1159.9,21.0,19.1,20.9
360,rpi-8c,16.0,18.7,1190.7,20.2,18.4,19.1,15.4
361,rpi-8c,62.4,2433.2,17.3,19.9,17.0,18.5,18.6
362,odroid3,168.0,172.0,170.0,172.0,172.0,171.0,167.0
363,odroid1,165.0,167.0,167.0,15.0,152.0,332.0,168.0
364,rpi-8c,16.6,335.4,18.3,61.2,67.8,61.8,37.8
365,odroid3,162.0,166.0,168.0,166.0,167.0,165.0,166.0
366,rpi-8b,227.0,450.4,31.5,232.7,232.4,451.0,15.3
367,rpi-8d,17.8,18.0,117.6,1258.4,17.6,18.1,19.9
368,odroid3,14.0,168.0,171.0,336.0,18.0,163.0,186.0
369,odroid3,169.0,173.0,169.0,174.0,169.0,172.0,166.0
370,rpi-4a,807.9,202.9,18.9,21.0,20.9,20.8,19.0
371,rpi-8c,15.6,14.4,1020.0,8.7,17.6,16.3,16.4
372,odroid1,163.0,168.0,167.0,165.0,167.0,169.0,168.0
373,rpi-8b,15.6,18.1,635.7,15.1,233.7,432.7,17.6
374,odroid1,164.0,169.0,167.0,168.0,167.0,165.0,166.0
375,odroid4,171.0,173.0,175.0,173.0,173.0,174.0,174.0
376,rpi-8b,15.3,230.7,232.2,433.4,16.8,232.4,233.4
377,odroid1,165.0,169.0,167.0,166.0,166.0,165.0,168.0
378,rpi-8c,17.1,15.9,16.3,17.2,1974.1,17.3,24.9
379,rpi-8c,16.6,37.0,1862.7,19.9,17.2,19.7,15.5
380,rpi-8d,20.7,17.0,142.2,838.3,19.9,19.0,19.2
381,rpi-8a,228.4,233.0,433.2,16.6,433.3,16.7,232.9
382,rpi-8b,13.5,235.9,233.1,451.6,13.9,233.0,233.7
