,label,attempt_0,attempt_1
266,genuine,match,match
267,genuine,match,match
268,genuine,impersonator,match
269,genuine,match,match
270,genuine,match,match
271,genuine,match,match
272,genuine,match,match
273,genuine,match,match
274,genuine,match,match
275,genuine,match,match
276,genuine,match,match
277,genuine,match,match
278,genuine,match,match
279,genuine,match,match
280,genuine,match,match
281,genuine,match,match
282,genuine,match,match
283,genuine,match,match
284,genuine,match,match
285,genuine,match,match
286,genuine,match,match
287,genuine,match,match
288,genuine,match,match
289,genuine,match,match
290,genuine,match,match
291,genuine,impersonator,match
292,genuine,match,match
293,genuine,match,match
294,genuine,match,match
295,genuine,match,match
296,genuine,match,match
297,genuine,match,match
298,genuine,match,match
299,genuine,match,match
300,genuine,match,match
301,genuine,match,match
302,genuine,match,match
303,genuine,match,match
304,genuine,impersonator,match
305,genuine,match,match
306,genuine,match,match
307,genuine,match,match
308,genuine,match,match
309,genuine,match,match
310,genuine,match,match
311,genuine,match,match
312,genuine,match,match
313,genuine,match,match
314,genuine,match,match
315,genuine,match,match
316,genuine,match,match
317,genuine,match,match
318,genuine,match,match
319,genuine,match,match
320,genuine,match,match
321,genuine,match,match
322,genuine,match,match
323,genuine,match,match
324,genuine,match,match
325,genuine,match,match
326,genuine,match,match
327,genuine,match,match
328,genuine,match,match
329,genuine,match,mismatch
330,genuine,match,match
331,genuine,match,match
332,genuine,match,match
333,genuine,match,match
334,genuine,match,match
335,genuine,match,match
336,genuine,match,match
337,genuine,match,match
338,genuine,match,match
339,genuine,match,match
340,genuine,match,match
341,genuine,match,match
342,genuine,match,match
343,genuine,match,match
344,genuine,match,match
345,genuine,match,match
346,genuine,match,match
347,genuine,impersonator,match
348,genuine,match,match
349,genuine,match,match
350,genuine,match,match
351,genuine,match,match
352,genuine,match,match
353,genuine,match,mismatch
354,genuine,mismatch,match
355,genuine,match,match
356,genuine,match,match
357,genuine,impersonator,match
358,genuine,match,impersonator
359,genuine,match,match
360,genuine,match,match
361,genuine,match,match
362,genuine,match,match
363,genuine,match,match
364,genuine,match,match
365,genuine,match,match
366,genuine,match,match
367,genuine,match,match
368,genuine,match,match
369,genuine,match,match
370,genuine,match,match
371,genuine,match,match
372,genuine,match,match
373,genuine,match,match
374,genuine,match,match
375,genuine,match,match
376,genuine,match,match
377,genuine,match,match
378,genuine,match,match
379,genuine,match,match
380,genuine,match,match
381,genuine,match,match
382,genuine,match,match
383,genuine,match,match
384,genuine,match,match
385,genuine,match,match
386,genuine,match,match
387,genuine,match,match
388,genuine,match,match
389,genuine,match,match
390,genuine,match,match
391,genuine,match,match
392,genuine,match,match
393,genuine,match,match
394,genuine,match,match
395,genuine,impersonator,match
396,genuine,match,match
397,genuine,match,match
398,genuine,match,match
399,genuine,match,match
400,genuine,match,match
401,genuine,match,match
402,genuine,match,match
403,genuine,match,match
404,genuine,match,match
405,genuine,match,match
406,genuine,match,match
407,genuine,match,match
408,genuine,match,match
409,genuine,match,match
410,genuine,match,match
411,genuine,match,match
412,genuine,match,match
413,genuine,match,match
414,genuine,match,match
415,genuine,match,match
416,genuine,match,match
417,genuine,match,match
418,genuine,match,match
419,genuine,match,match
420,genuine,match,match
421,genuine,match,match
422,genuine,match,match
423,genuine,match,match
424,genuine,match,match
425,genuine,impersonator,match
426,genuine,match,match
427,genuine,match,impersonator
428,genuine,match,match
429,genuine,match,match
430,genuine,match,match
431,genuine,match,match
432,genuine,match,match
433,genuine,match,match
434,genuine,match,match
435,genuine,match,match
436,genuine,impersonator,match
437,genuine,match,match
438,genuine,match,match
439,genuine,match,match
440,genuine,match,match
441,genuine,match,match
442,genuine,match,match
443,genuine,match,match
444,genuine,match,match
445,genuine,match,match
446,genuine,match,match
447,genuine,match,match
448,genuine,match,match
449,genuine,match,match
450,genuine,match,impersonator
451,genuine,match,match
452,genuine,match,match
453,genuine,match,match
454,genuine,match,match
455,genuine,match,match
456,genuine,match,match
457,genuine,match,match
458,genuine,match,match
459,genuine,match,match
460,genuine,match,match
461,genuine,match,match
462,genuine,match,match
463,genuine,match,match
464,genuine,impersonator,match
465,genuine,match,impersonator
466,genuine,match,match
467,genuine,match,match
468,genuine,match,match
469,genuine,match,match
470,genuine,match,match
471,genuine,match,match
472,genuine,match,match
473,genuine,match,match
474,genuine,match,match
475,genuine,match,match
476,genuine,match,match
477,genuine,match,impersonator
478,genuine,match,match
479,genuine,match,match
480,genuine,match,match
481,genuine,match,match
482,genuine,match,match
483,genuine,match,match
484,genuine,match,match
485,genuine,match,match
486,genuine,match,impersonator
487,genuine,match,match
488,genuine,match,match
489,genuine,match,match
490,genuine,match,match
491,genuine,match,match
492,genuine,match,match
493,genuine,match,match
494,genuine,match,match
495,genuine,match,match
496,genuine,match,match
497,genuine,match,match
498,genuine,match,match
499,genuine,match,match
500,genuine,match,match
501,genuine,match,match
502,genuine,match,match
503,genuine,match,match
504,genuine,match,match
505,genuine,match,match
506,genuine,match,match
507,genuine,match,match
508,genuine,match,match
509,genuine,match,match
510,genuine,match,match
511,genuine,match,match
512,genuine,match,match
513,genuine,match,match
514,genuine,match,match
515,genuine,match,match
516,genuine,match,match
517,genuine,match,match
518,genuine,match,match
519,genuine,match,match
520,genuine,match,match
521,genuine,match,match
522,genuine,match,match
523,genuine,match,match
524,genuine,match,match
525,genuine,match,match
526,genuine,match,match
527,genuine,match,match
528,genuine,match,match
529,genuine,match,match
530,genuine,match,match
531,genuine,match,match
532,genuine,match,match
533,genuine,match,match
534,genuine,match,match
535,genuine,match,match
536,genuine,match,match
537,genuine,match,match
538,genuine,match,match
539,genuine,match,match
540,genuine,match,match
541,genuine,match,match
542,genuine,match,match
543,genuine,match,match
544,genuine,match,match
545,genuine,match,match
546,genuine,match,match
547,genuine,match,match
548,genuine,match,match
549,genuine,match,match
550,genuine,match,match
551,genuine,match,match
552,genuine,match,match
553,genuine,match,match
554,genuine,match,match
555,genuine,match,match
556,genuine,match,match
557,genuine,match,match
558,genuine,match,match
559,genuine,match,match
560,genuine,match,match
561,genuine,match,match
562,genuine,match,match
563,genuine,match,match
564,genuine,match,match
565,genuine,match,match
566,genuine,match,match
567,genuine,match,match
568,genuine,match,match
569,genuine,match,match
570,genuine,match,match
571,genuine,match,match
572,genuine,match,match
573,genuine,match,match
574,genuine,match,match
575,genuine,match,match
576,genuine,match,match
577,genuine,match,match
578,genuine,match,match
579,genuine,match,match
580,genuine,match,match
581,genuine,match,match
582,genuine,match,match
583,genuine,match,match
584,genuine,match,match
585,genuine,match,match
586,genuine,match,match
587,genuine,match,match
588,genuine,match,match
589,genuine,match,match
590,genuine,match,match
591,genuine,match,match
592,genuine,match,match
593,genuine,match,match
594,genuine,match,match
595,genuine,match,match
596,genuine,match,match
597,genuine,match,match
598,genuine,match,match
599,genuine,match,match
600,genuine,match,match
601,genuine,match,match
602,genuine,match,match
603,genuine,match,match
604,genuine,match,match
605,genuine,match,match
606,genuine,match,match
607,genuine,match,match
608,genuine,match,match
609,genuine,match,match
610,genuine,match,match
611,genuine,match,match
612,genuine,match,match
613,genuine,match,match
614,genuine,match,match
615,genuine,match,match
616,genuine,match,match
617,genuine,match,match
618,genuine,match,match
619,genuine,match,match
620,genuine,match,match
621,genuine,match,match
622,genuine,match,match
623,genuine,match,match
624,genuine,match,match
625,genuine,match,match
626,genuine,match,match
627,genuine,match,match
628,genuine,match,match
629,genuine,match,match
630,genuine,match,match
631,genuine,match,match
632,genuine,match,match
633,genuine,match,match
634,genuine,match,match
635,genuine,match,match
636,genuine,match,match
637,genuine,match,match
638,genuine,match,match
639,genuine,match,match
640,genuine,match,match
641,genuine,match,match
642,genuine,match,match
643,genuine,match,match
644,genuine,match,match
645,genuine,match,match
646,genuine,match,match
647,genuine,match,match
648,genuine,match,match
649,genuine,match,match
650,genuine,match,match
651,genuine,match,match
652,genuine,match,match
653,genuine,match,match
654,genuine,match,match
655,genuine,match,match
656,genuine,match,match
657,genuine,match,match
658,genuine,match,match
659,genuine,match,match
660,genuine,match,match
661,genuine,match,match
662,genuine,match,match
663,genuine,match,match
664,genuine,match,match
665,genuine,match,match
666,genuine,match,match
667,genuine,match,match
668,genuine,match,match
669,genuine,match,match
670,genuine,match,match
671,genuine,match,match
672,genuine,match,match
673,genuine,match,match
674,genuine,match,match
675,genuine,match,match
676,genuine,match,match
677,genuine,match,match
678,genuine,match,match
679,genuine,match,match
680,genuine,match,match
681,genuine,match,match
682,genuine,match,match
683,genuine,match,match
684,genuine,match,match
685,genuine,match,match
686,genuine,match,match
687,genuine,match,match
688,genuine,match,match
689,genuine,match,match
690,genuine,match,match
691,genuine,match,match
692,genuine,match,match
693,genuine,match,match
694,genuine,match,match
695,genuine,mismatch,match
696,genuine,match,match
697,genuine,match,match
698,genuine,match,match
699,genuine,match,match
700,genuine,match,match
701,genuine,match,match
702,genuine,match,match
703,genuine,match,match
704,genuine,match,match
705,genuine,match,match
706,genuine,match,match
707,genuine,match,match
708,genuine,match,match
709,genuine,match,match
710,genuine,match,match
711,genuine,match,match
712,genuine,match,match
713,genuine,match,match
714,genuine,match,match
715,genuine,match,match
716,genuine,match,match
717,genuine,match,match
718,genuine,match,match
719,genuine,match,match
720,genuine,mismatch,match
721,genuine,match,match
722,genuine,match,match
723,genuine,match,match
724,genuine,match,match
725,genuine,match,match
726,genuine,match,match
727,genuine,match,match
728,genuine,match,match
729,genuine,match,match
730,genuine,match,match
731,genuine,match,match
732,genuine,match,match
733,genuine,match,match
734,genuine,match,match
735,genuine,match,match
736,genuine,match,match
737,genuine,match,match
738,genuine,match,match
739,genuine,match,match
740,genuine,match,match
741,genuine,match,match
742,genuine,match,match
743,genuine,match,match
744,genuine,match,match
745,genuine,match,match
746,genuine,match,match
747,genuine,match,match
748,genuine,match,match
749,genuine,match,match
750,genuine,match,match
751,genuine,match,match
752,genuine,match,impersonator
753,genuine,match,match
754,genuine,match,match
755,genuine,match,match
756,genuine,match,match
757,genuine,match,match
758,genuine,match,match
759,genuine,match,match
760,genuine,match,match
761,genuine,match,match
762,genuine,match,match
763,genuine,match,match
764,genuine,match,match
765,genuine,impersonator,match
766,genuine,match,match
767,genuine,match,match
768,genuine,match,match
769,genuine,match,match
770,genuine,match,match
771,genuine,match,match
772,genuine,match,match
773,genuine,match,match
774,genuine,match,match
775,genuine,match,match
776,genuine,match,match
777,genuine,match,match
778,genuine,match,match
779,genuine,match,match
780,genuine,match,match
781,genuine,match,match
782,genuine,match,match
783,genuine,match,match
784,genuine,match,match
785,genuine,match,match
786,genuine,match,match
787,genuine,match,match
788,genuine,match,match
789,genuine,impersonator,match
790,genuine,match,match
791,genuine,match,match
792,genuine,match,match
793,genuine,match,match
794,genuine,match,match
795,genuine,match,match
796,genuine,match,match
797,genuine,match,match
798,genuine,match,match
799,genuine,match,match
800,genuine,match,match
801,genuine,match,match
802,genuine,match,match
803,genuine,match,match
804,genuine,match,match
805,genuine,match,match
806,genuine,match,match
807,genuine,match,match
808,genuine,match,match
809,genuine,match,match
810,genuine,match,match
811,genuine,match,match
812,genuine,match,match
813,genuine,match,match
814,genuine,match,match
815,genuine,match,match
816,genuine,match,match
817,genuine,match,match
818,genuine,match,match
819,genuine,match,match
820,genuine,match,match
821,genuine,match,match
822,genuine,impersonator,match
823,genuine,match,match
824,genuine,match,match
825,genuine,match,match
826,genuine,match,match
827,genuine,match,match
828,genuine,match,match
829,genuine,match,match
830,genuine,match,match
831,genuine,match,match
832,genuine,match,match
833,genuine,match,match
834,genuine,match,match
835,genuine,match,match
836,genuine,match,match
837,genuine,match,match
838,genuine,match,impersonator
839,genuine,match,match
840,genuine,match,match
841,genuine,match,match
842,genuine,match,match
843,genuine,match,match
844,genuine,match,match
845,genuine,match,match
846,genuine,match,match
847,genuine,match,match
848,genuine,match,match
849,genuine,match,match
850,genuine,match,match
851,genuine,match,match
852,genuine,match,match
853,genuine,match,match
854,genuine,match,match
855,genuine,match,match
856,genuine,match,match
857,genuine,match,match
858,genuine,match,match
859,genuine,match,match
860,genuine,match,match
861,genuine,match,match
862,genuine,match,match
863,genuine,match,match
864,genuine,match,match
865,genuine,match,match
866,genuine,match,match
867,genuine,match,match
868,genuine,match,match
869,genuine,match,match
870,genuine,match,match
871,genuine,match,match
872,genuine,match,match
873,genuine,match,match
874,genuine,match,match
875,genuine,match,match
876,genuine,match,match
877,genuine,match,match
878,genuine,match,match
879,genuine,match,match
880,genuine,match,match
881,genuine,match,match
882,genuine,match,match
883,genuine,match,match
884,genuine,match,match
885,genuine,match,match
886,genuine,match,match
887,genuine,match,match
888,genuine,match,match
889,genuine,match,match
890,genuine,match,match
891,genuine,match,match
892,genuine,match,match
893,genuine,match,match
894,genuine,match,match
895,genuine,match,match
896,genuine,match,match
897,genuine,match,match
898,genuine,match,impersonator
899,genuine,match,match
900,genuine,match,match
901,genuine,match,match
902,genuine,impersonator,match
903,genuine,match,match
904,genuine,match,match
905,genuine,match,match
906,genuine,match,match
907,genuine,match,match
908,genuine,match,match
909,genuine,match,match
910,genuine,match,match
911,genuine,match,match
912,genuine,match,match
913,genuine,match,match
914,genuine,match,match
915,genuine,match,match
916,genuine,match,match
917,genuine,match,match
918,genuine,match,match
919,genuine,match,match
920,genuine,match,match
921,genuine,match,match
922,genuine,match,match
923,genuine,match,match
924,genuine,match,match
925,genuine,match,match
926,genuine,match,match
927,genuine,match,match
928,genuine,match,match
929,genuine,match,match
930,genuine,match,match
931,genuine,match,match
932,genuine,match,match
933,genuine,match,match
934,genuine,match,match
935,genuine,match,match
936,genuine,match,match
937,genuine,match,match
938,genuine,match,match
939,genuine,match,match
940,genuine,match,match
941,genuine,match,match
942,genuine,match,match
943,genuine,match,match
944,genuine,match,match
945,genuine,match,match
946,genuine,match,match
947,genuine,match,match
948,genuine,match,match
949,genuine,match,match
950,genuine,match,match
951,genuine,match,match
952,genuine,match,match
953,genuine,match,match
954,genuine,match,match
955,genuine,match,match
956,genuine,match,match
957,genuine,match,match
958,genuine,match,match
959,genuine,match,match
960,genuine,match,match
961,genuine,match,match
962,genuine,match,match
963,genuine,match,match
964,genuine,match,match
965,genuine,match,match
966,genuine,match,match
967,genuine,match,match
968,genuine,match,match
969,genuine,match,match
970,genuine,match,match
971,genuine,match,match
972,genuine,match,match
973,genuine,match,match
974,genuine,match,match
975,genuine,match,match
976,genuine,match,match
977,genuine,match,match
978,genuine,match,match
979,genuine,match,match
980,genuine,match,match
981,genuine,match,match
982,genuine,match,match
983,genuine,match,match
984,genuine,match,match
985,genuine,match,match
986,genuine,match,match
987,genuine,match,match
988,genuine,match,match
989,genuine,match,match
990,genuine,match,match
991,genuine,match,match
992,genuine,match,match
993,genuine,match,match
994,genuine,match,match
995,genuine,match,match
996,genuine,impersonator,match
997,genuine,match,match
998,genuine,match,match
999,genuine,match,match
1000,genuine,match,match
1001,genuine,match,match
1002,genuine,match,match
1003,genuine,match,match
1004,genuine,match,match
1005,genuine,match,impersonator
1006,genuine,match,match
1007,genuine,match,match
1008,genuine,match,match
1009,genuine,match,match
1010,genuine,match,match
1011,genuine,match,match
1012,genuine,match,impersonator
1013,genuine,match,impersonator
1014,genuine,match,match
1015,genuine,match,match
1016,genuine,match,match
1017,genuine,match,match
1018,genuine,match,match
1019,genuine,match,match
1020,genuine,match,match
1021,genuine,impersonator,impersonator
1022,genuine,match,match
1023,genuine,match,match
1024,genuine,match,match
1025,genuine,match,match
1026,genuine,match,match
1027,genuine,match,match
1028,genuine,match,match
1029,genuine,match,match
1030,genuine,impersonator,impersonator
1031,genuine,impersonator,match
1032,genuine,match,match
1033,genuine,impersonator,match
1034,genuine,match,match
1035,genuine,match,match
1036,genuine,mismatch,match
1037,genuine,match,match
1038,genuine,match,match
1039,genuine,match,match
1040,genuine,match,match
1041,genuine,impersonator,match
1042,genuine,match,match
1043,genuine,match,match
1044,genuine,match,match
1045,genuine,match,match
1046,genuine,match,match
1047,genuine,match,match
1048,genuine,match,match
1049,genuine,match,match
1050,genuine,match,match
1051,genuine,match,match
1052,genuine,match,match
1053,genuine,impersonator,match
1054,genuine,match,match
1055,genuine,match,match
1056,genuine,match,match
1057,genuine,match,match
1058,genuine,match,match
1059,genuine,impersonator,impersonator
1060,genuine,match,match
1061,genuine,match,match
1062,genuine,match,match
1063,genuine,match,match
1064,genuine,match,match
1065,genuine,match,match
1066,genuine,match,match
1067,genuine,match,match
1068,genuine,match,match
1069,genuine,mismatch,match
1070,genuine,match,match
1071,genuine,match,match
1072,genuine,match,impersonator
1073,genuine,match,match
1074,genuine,match,match
1075,genuine,match,match
1076,genuine,match,match
1077,genuine,match,match
1078,genuine,mismatch,match
1079,genuine,impersonator,match
1080,genuine,match,match
1081,genuine,match,match
1082,genuine,match,match
1083,genuine,match,match
1084,genuine,match,match
1085,genuine,match,match
1086,genuine,match,match
1087,genuine,match,match
1088,genuine,match,match
1089,genuine,match,match
1090,genuine,impersonator,match
1091,genuine,match,match
1092,genuine,match,match
1093,genuine,match,impersonator
1094,genuine,match,match
1095,genuine,match,match
1096,genuine,match,match
1097,genuine,match,match
1098,genuine,impersonator,match
1099,genuine,match,match
1100,genuine,match,match
1101,genuine,match,match
1102,genuine,impersonator,match
1103,genuine,match,match
1104,genuine,match,match
1105,genuine,match,impersonator
1106,genuine,match,match
1107,genuine,match,match
1108,genuine,match,match
1109,genuine,match,match
1110,genuine,impersonator,match
1111,genuine,match,match
1112,genuine,match,match
1113,genuine,match,match
1114,genuine,impersonator,match
1115,genuine,impersonator,match
1116,genuine,mismatch,match
1117,genuine,match,match
1118,genuine,match,match
1119,genuine,match,match
1120,genuine,impersonator,match
1121,genuine,mismatch,match
1122,genuine,match,match
1123,genuine,match,match
1124,genuine,match,impersonator
1125,genuine,match,match
1126,genuine,match,match
1127,genuine,match,match
1128,genuine,match,match
1129,genuine,match,match
1130,genuine,match,match
1131,genuine,match,match
1132,genuine,match,match
1133,genuine,match,match
1134,genuine,match,match
1135,genuine,match,match
1136,genuine,match,match
1137,genuine,match,match
1138,genuine,match,match
1139,genuine,match,match
1140,genuine,impersonator,match
1141,genuine,mismatch,match
1142,genuine,mismatch,match
1143,genuine,match,match
1144,genuine,match,match
1145,genuine,match,match
1146,genuine,impersonator,match
1147,genuine,match,match
1148,genuine,match,match
1149,genuine,match,match
1150,genuine,match,match
1151,genuine,match,match
1152,genuine,match,match
1153,genuine,match,match
1154,genuine,match,match
1155,genuine,match,match
1156,genuine,match,match
1157,genuine,match,impersonator
1158,genuine,mismatch,match
1159,genuine,match,match
1160,genuine,match,match
1161,genuine,match,match
1162,genuine,match,match
1163,genuine,match,match
1164,genuine,match,match
1165,genuine,impersonator,match
1166,genuine,match,impersonator
1167,genuine,match,match
1168,genuine,match,match
1169,genuine,match,match
1170,genuine,match,match
1171,genuine,impersonator,match
1172,genuine,match,impersonator
1173,genuine,match,impersonator
1174,genuine,match,impersonator
1175,genuine,impersonator,match
1176,genuine,match,match
1177,genuine,match,match
1178,genuine,match,impersonator
1179,genuine,match,impersonator
1180,genuine,match,match
1181,genuine,match,match
1182,genuine,match,match
1183,genuine,match,match
1184,genuine,match,match
1185,genuine,match,match
1186,genuine,match,match
1187,genuine,match,impersonator
1188,genuine,match,match
1189,genuine,match,match
1190,genuine,match,match
1191,genuine,match,match
1192,genuine,match,match
1193,genuine,match,match
1194,genuine,match,impersonator
1195,genuine,match,impersonator
1196,genuine,match,mismatch
1197,genuine,match,match
1198,genuine,match,match
1199,genuine,match,match
1200,genuine,match,match
1201,genuine,match,match
1202,genuine,match,match
1203,genuine,match,impersonator
1204,genuine,match,match
1205,genuine,match,impersonator
1206,genuine,match,match
1207,genuine,match,impersonator
1208,genuine,match,match
1209,genuine,match,match
1210,genuine,match,match
1211,genuine,impersonator,match
1212,genuine,match,match
1213,genuine,match,match
1214,genuine,match,match
1215,genuine,match,match
1216,genuine,match,match
1217,genuine,match,impersonator
1218,genuine,match,match
1219,genuine,match,match
1220,genuine,match,match
1221,genuine,mismatch,mismatch
1222,genuine,match,match
1223,genuine,match,match
1224,genuine,match,match
1225,genuine,match,match
1226,genuine,match,match
1227,genuine,match,match
1228,genuine,match,impersonator
1229,genuine,match,match
1230,genuine,match,match
1231,genuine,match,match
1232,genuine,match,match
1233,genuine,match,match
1234,genuine,match,match
1235,genuine,match,match
1236,genuine,match,match
1237,genuine,match,match
1238,genuine,impersonator,match
1239,genuine,match,match
1240,genuine,match,match
1241,genuine,match,match
1242,genuine,match,match
1243,genuine,match,match
1244,genuine,match,impersonator
1245,genuine,match,impersonator
1246,genuine,match,match
1247,genuine,impersonator,match
1248,genuine,match,match
1249,genuine,match,match
1250,genuine,match,match
1251,genuine,match,match
1252,genuine,match,match
1253,genuine,match,match
1254,genuine,match,match
1255,genuine,match,match
1256,genuine,match,match
1257,genuine,match,match
1258,genuine,match,match
1259,genuine,match,match
1260,genuine,match,match
1261,genuine,match,match
1262,genuine,match,impersonator
1263,genuine,match,match
1264,genuine,match,match
1265,genuine,match,match
1266,genuine,match,match
1267,genuine,match,match
1268,genuine,match,match
1269,genuine,match,match
1270,genuine,match,match
1271,genuine,match,match
1272,genuine,match,match
1273,genuine,match,match
1274,genuine,match,match
1275,genuine,match,match
1276,genuine,match,match
1277,genuine,match,match
1278,genuine,match,match
1279,genuine,match,match
1280,genuine,match,match
1281,genuine,match,match
1282,genuine,match,match
1283,genuine,match,match
1284,genuine,match,match
1285,genuine,match,match
1286,genuine,match,match
1287,genuine,match,match
1288,genuine,match,match
1289,genuine,match,match
1290,genuine,match,match
1291,genuine,match,match
1292,genuine,match,match
1293,genuine,match,match
1294,genuine,match,match
1295,genuine,match,match
1296,genuine,match,match
1297,genuine,match,match
1298,genuine,match,match
1299,genuine,match,match
1300,genuine,match,match
1301,genuine,mismatch,match
1302,genuine,match,match
1303,genuine,match,match
1304,genuine,impersonator,match
1305,genuine,match,match
1306,genuine,match,match
1307,genuine,match,match
1308,genuine,match,match
1309,genuine,match,match
1310,genuine,match,match
1311,genuine,mismatch,match
1312,genuine,match,match
1313,genuine,match,match
1314,genuine,match,match
1315,genuine,match,match
1316,genuine,match,match
1317,genuine,match,match
1318,genuine,match,match
1319,genuine,match,match
1320,genuine,match,match
1321,genuine,match,match
1322,genuine,match,match
1323,genuine,impersonator,match
1324,genuine,match,match
1325,genuine,match,match
1326,genuine,match,match
1327,genuine,match,match
1328,genuine,match,match
1329,genuine,match,match
1330,genuine,match,match
1331,genuine,match,match
1332,genuine,match,match
1333,genuine,match,match
