,label,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6
64,rpi-8b,474.4,185.9,0.0,177.4,265.0,159.2,404.0
65,rpi-8a,335.6,159.6,559.9,271.2,1.0,53.7,163.6
66,odroid4,451.7,24.4,43.7,621.1,402.2,1.0,91.6
67,odroid2,168.1,198.7,77.3,375.9,516.0,1.0,127.2
68,rpi-8b,557.0,404.3,0.0,1.1,444.4,275.2,224.5
69,odroid1,4.0,307.2,593.6,61.4,268.7,180.0,206.8
70,rpi-8c,378.8,436.2,199.7,1.1,250.1,259.6,476.5
71,rpi-8d,231.3,1.0,647.8,284.2,596.5,72.7,15.7
72,rpi-8b,390.4,349.8,609.5,537.5,23.3,1.0,130.6
73,odroid2,241.1,381.4,331.4,633.6,1.0,342.9,1.9
74,odroid3,166.0,625.0,0.0,1.1,1.0,138.2,268.1
75,odroid1,4.0,266.0,953.3,283.5,91.1,23.9,1.9
76,rpi-8d,309.1,287.8,237.6,1.1,178.1,489.9,62.3
77,odroid2,4.0,1.0,416.1,656.9,142.8,1.0,168.6
78,odroid3,738.6,1.0,238.6,461.2,370.7,1.0,1.9
79,rpi-8c,626.5,260.4,95.4,1.1,1.0,111.0,222.1
80,rpi-8a,314.8,224.8,103.8,177.6,1.0,55.0,169.0
81,odroid1,420.9,452.3,551.5,78.9,1.0,1.0,277.5
82,rpi-8b,4.0,1.0,890.8,783.0,1.0,124.0,199.0
83,rpi-4a,24.3,544.8,611.3,1.1,194.3,225.6,176.4
84,rpi-8c,146.2,331.3,240.1,162.3,330.1,99.9,1.9
85,rpi-8d,145.8,314.0,775.0,67.1,1.7,69.9,201.4
86,odroid1,4.0,382.4,0.0,65.7,314.0,294.2,1.9
87,rpi-8c,123.9,148.7,528.8,1.1,423.5,87.7,325.1
88,rpi-8d,428.0,321.3,0.0,441.3,407.9,395.8,4.1
89,odroid3,4.0,252.2,336.7,596.3,1.0,406.2,316.9
90,odroid1,4.0,25.8,156.9,154.1,1.0,327.7,241.6
91,rpi-4a,4.0,293.6,392.5,627.4,299.3,362.9,146.2
92,rpi-8b,4.0,1.0,879.6,112.1,218.6,374.3,365.9
93,rpi-8b,4.0,329.8,1095.6,286.3,364.3,227.8,1.9
94,odroid1,192.0,376.3,0.0,54.7,416.6,1.0,226.5
95,rpi-8d,351.0,1.0,782.8,788.6,228.5,1.0,1.9
96,rpi-4a,159.0,1.0,559.5,75.4,177.6,1.0,218.7
97,odroid4,564.5,218.0,199.2,237.1,207.2,396.8,296.4
98,rpi-8a,608.2,1.0,493.5,1.1,315.5,54.6,209.1
99,rpi-8a,144.6,265.9,0.0,309.0,256.8,197.3,185.7
100,rpi-8c,4.0,1.0,707.3,267.4,74.2,64.3,226.8
101,rpi-4a,4.0,215.4,594.1,558.5,341.4,34.9,252.1
102,odroid3,223.6,233.7,0.0,1.1,348.4,456.6,399.2
103,rpi-8c,360.9,533.0,0.0,177.6,51.4,334.2,326.0
104,odroid2,4.0,356.5,272.4,235.1,62.5,19.0,290.9
105,rpi-8b,487.8,1.0,509.8,199.7,506.1,96.5,366.2
106,rpi-4a,530.3,1.0,938.1,610.1,175.2,209.5,1.9
107,odroid4,395.8,92.9,444.5,72.5,161.7,71.0,175.6
108,odroid3,199.4,1.0,234.5,726.5,329.0,236.4,94.6
109,rpi-8b,4.0,390.0,410.0,481.9,1.0,149.2,490.7
110,rpi-8d,25.3,264.9,318.1,22.8,452.3,176.2,472.4
111,rpi-4a,576.4,222.0,440.1,324.4,60.7,502.8,156.3
112,odroid4,4.0,311.9,851.7,693.7,291.3,1.0,70.5
113,odroid2,96.8,101.6,214.0,128.3,264.1,132.7,1.9
114,rpi-4a,20.7,114.3,637.4,580.7,230.5,404.7,211.2
115,odroid1,211.8,768.7,0.0,1.1,339.0,433.3,153.3
116,odroid2,4.0,87.6,940.7,1.1,115.9,1.0,260.5
117,odroid1,458.8,86.7,280.4,454.4,275.6,15.6,1.9
118,rpi-8a,426.4,1.0,808.1,33.5,1.0,327.6,82.2
119,rpi-8b,485.5,143.5,807.6,60.6,1.0,165.6,1.9
120,rpi-8b,317.1,341.4,326.3,1.1,1.0,62.3,1.9
121,odroid1,211.0,242.1,546.1,388.6,251.0,1.0,114.4
122,odroid3,4.0,518.8,0.0,429.2,1.0,427.1,92.4
123,rpi-8b,129.6,303.4,497.8,1.1,171.9,86.3,177.9
124,odroid3,646.4,269.9,408.6,145.3,1.0,28.3,129.5
125,odroid1,4.0,47.0,478.3,432.3,269.4,185.2,1.9
126,rpi-8d,4.0,86.1,0.0,324.4,327.6,447.5,480.6
127,rpi-8b,637.7,515.4,0.0,129.4,405.9,69.9,90.2
128,odroid2,548.6,1.0,130.0,372.2,209.3,156.3,47.2
129,rpi-8b,330.4,312.3,359.2,250.1,1.0,80.7,147.6
130,rpi-8a,4.0,425.1,0.0,524.5,200.4,217.8,418.7
131,odroid2,410.3,403.6,0.0,682.0,343.2,1.0,122.8
132,odroid4,683.7,11.3,477.2,1.1,456.4,1.0,29.1
133,odroid2,342.5,18.9,361.7,516.5,363.0,198.3,284.1
134,rpi-4a,106.3,84.1,691.1,14.5,272.8,319.8,1.9
135,rpi-8d,258.4,111.5,0.0,266.6,346.2,206.0,62.4
136,odroid1,816.9,75.5,0.0,232.5,163.1,268.4,17.6
137,odroid4,60.2,1.0,673.1,452.3,1.0,96.2,452.3
138,rpi-8b,4.0,440.2,286.2,1.1,201.4,144.3,1.9
139,rpi-8d,4.0,157.2,0.0,665.1,348.0,209.5,339.0
140,rpi-8d,205.6,287.7,0.0,96.8,1.0,340.0,141.0
141,odroid1,568.9,1.0,0.0,226.0,312.4,216.1,155.8
142,odroid1,4.0,202.2,48.0,359.4,244.3,125.8,187.9
143,rpi-8c,459.4,140.3,191.6,201.0,81.7,495.9,270.2
144,rpi-8d,12.2,321.9,151.7,734.2,1.0,350.7,162.9
145,odroid2,339.5,11.8,1085.4,9.7,1.0,1.0,199.3
146,rpi-8b,4.0,250.7,623.6,322.1,172.1,168.8,36.6
147,rpi-8b,331.7,136.4,398.9,401.2,1.0,330.1,202.4
148,rpi-4a,325.1,1.0,1064.8,323.2,202.6,1.0,125.3
149,odroid2,369.5,381.6,27.6,307.7,233.4,518.1,405.8
150,odroid3,4.0,444.9,0.0,429.1,6.9,83.8,183.3
151,rpi-8c,858.5,568.0,0.0,37.2,150.4,238.8,467.1
152,odroid1,650.5,125.9,440.2,239.1,97.2,160.6,1.9
153,rpi-4a,4.0,180.2,432.6,269.6,49.4,321.1,1.9
154,rpi-8d,200.6,132.8,2.7,515.1,487.7,342.9,204.6
155,odroid1,4.0,1.0,0.0,381.6,286.0,174.9,603.3
156,rpi-8b,409.9,1.0,0.0,165.2,250.0,557.8,236.2
157,rpi-8b,201.5,119.5,203.7,287.1,238.9,1.0,252.4
158,rpi-8a,335.2,77.2,77.4,309.3,341.7,92.2,113.1
159,odroid4,381.8,1.0,669.4,626.3,28.7,85.2,108.5
160,odroid3,44.7,34.7,180.3,709.0,295.3,1.0,179.9
161,odroid4,148.3,195.8,315.6,16.1,87.3,243.8,367.5
162,rpi-8b,359.0,406.8,476.1,220.5,136.4,130.2,80.3
163,rpi-4a,168.3,1.0,520.9,474.1,249.7,67.3,159.6
164,rpi-8b,193.1,172.3,615.8,490.1,179.8,12.0,207.1
165,odroid2,314.0,247.2,190.1,1.1,323.8,224.8,183.9
166,rpi-4a,4.0,266.6,1114.5,90.6,1.0,1.0,1.9
167,odroid4,217.3,1.0,340.0,676.0,1.0,1.0,1.9
168,rpi-4a,31.9,1.0,732.3,426.9,150.6,1.0,149.3
169,rpi-8b,213.3,63.6,198.7,322.4,121.8,303.2,267.5
170,rpi-8c,4.0,188.2,982.9,66.9,162.4,1.0,123.0
171,odroid3,253.8,1.0,493.1,257.2,6.0,1.0,240.7
172,odroid2,4.0,639.8,515.9,478.3,1.0,381.1,340.6
173,rpi-8b,4.0,1.0,0.0,466.9,585.2,166.9,188.6
174,rpi-8b,4.0,261.7,744.4,294.7,293.8,212.2,1.9
175,rpi-8b,4.0,326.0,190.3,282.8,13.4,179.7,144.2
176,odroid2,221.7,379.4,246.5,203.5,585.7,1.0,207.2
177,rpi-8d,364.0,1.0,391.9,1.1,471.1,313.7,421.1
178,rpi-8c,276.8,1.0,774.8,106.6,346.3,77.3,37.1
179,odroid2,131.4,393.5,516.6,162.3,63.0,1.0,320.3
180,odroid3,747.6,188.9,63.8,1.1,265.8,148.9,509.8
181,odroid1,4.0,261.5,478.6,297.2,1.0,60.6,163.1
182,rpi-4a,530.0,117.8,18.4,407.4,424.9,488.9,11.2
183,rpi-8b,4.0,193.2,423.3,56.7,1.0,70.2,16.2
184,odroid2,209.5,485.8,580.6,188.2,1.0,368.3,157.9
185,odroid1,403.9,556.2,0.0,401.0,158.1,1.0,43.0
186,odroid3,333.0,153.9,0.0,55.4,223.7,148.0,1.9
187,rpi-8a,4.0,760.9,45.1,1.1,1.0,467.4,172.1
188,odroid1,830.3,1.0,775.7,488.0,122.0,77.5,1.9
189,odroid2,4.0,1.0,525.9,583.0,210.6,211.8,132.4
190,rpi-8d,306.2,51.6,22.9,538.8,1.0,519.4,215.0
191,rpi-8b,4.0,153.8,516.6,104.7,79.0,139.2,29.7
192,rpi-8b,293.5,494.8,60.6,341.6,74.3,403.0,1.9
193,odroid1,480.1,351.4,215.8,286.8,1.0,38.7,257.7
194,odroid4,234.9,65.3,376.8,447.7,377.2,1.0,389.5
195,odroid4,4.0,1.0,534.8,410.4,62.8,134.5,23.6
196,rpi-4a,549.5,1.0,0.0,240.5,441.1,80.5,112.2
197,rpi-8a,199.2,1.0,101.0,453.9,603.5,344.8,336.0
198,rpi-8c,196.3,1.0,1120.5,413.8,51.8,152.3,134.8
199,odroid1,88.2,582.9,1061.9,18.6,1.0,1.0,224.1
200,odroid3,4.0,16.2,86.2,573.3,231.0,1.0,1.9
201,odroid1,4.0,323.1,973.1,307.5,240.6,1.0,126.1
202,rpi-8b,109.9,228.9,618.8,358.6,167.9,176.1,1.9
203,rpi-4a,4.0,344.2,422.8,16.0,366.4,1.0,59.8
204,odroid1,167.2,1.0,395.2,114.4,64.9,296.4,519.1
205,rpi-4a,4.0,1.0,331.5,295.3,266.4,225.1,228.4
206,rpi-8d,326.5,122.0,0.0,292.8,467.7,203.2,1.9
207,odroid4,626.0,1.0,518.9,369.1,1.0,167.6,190.0
208,rpi-8d,421.3,322.6,0.0,303.4,259.0,1.0,515.6
209,rpi-8b,354.2,494.7,0.0,329.9,122.2,130.9,46.8
210,odroid1,4.0,588.8,0.0,903.4,1.0,12.2,193.7
211,rpi-8d,142.5,405.4,190.2,92.7,358.3,1.0,303.4
212,odroid2,403.2,197.8,263.4,102.6,1.0,71.8,359.9
213,rpi-8a,4.0,354.9,173.9,677.6,30.6,235.0,41.7
214,rpi-4a,23.3,365.5,683.9,160.3,139.3,1.0,163.7
215,rpi-4a,314.1,1.0,380.9,588.1,314.4,233.7,369.3
216,rpi-8d,4.0,1.0,620.0,431.5,25.3,234.6,137.6
217,odroid1,40.6,91.8,850.8,590.9,16.7,269.1,237.8
218,rpi-8b,511.5,527.3,305.7,322.8,1.0,245.2,45.2
219,rpi-8b,113.4,722.9,0.0,1.1,1.0,551.9,279.0
220,rpi-8b,446.3,187.5,681.0,238.7,1.0,1.0,163.8
221,rpi-8b,4.0,156.7,455.6,13.5,349.4,29.9,268.1
222,rpi-8b,92.7,375.6,191.0,793.9,1.0,270.9,56.6
223,odroid2,160.6,192.7,349.3,175.7,159.7,110.3,193.9
224,odroid3,962.8,172.5,84.5,680.4,173.9,1.0,68.1
225,odroid3,4.0,229.2,0.0,545.3,178.2,1.0,808.3
226,rpi-4a,161.6,185.3,210.4,397.9,273.0,102.7,110.7
227,rpi-8b,199.8,778.9,0.0,415.2,115.5,136.7,149.1
228,rpi-8a,119.0,417.5,473.2,362.1,164.0,214.4,131.3
229,rpi-4a,334.8,1.0,563.8,821.8,1.0,1.0,178.2
230,odroid2,406.3,1.0,367.4,326.7,372.4,1.0,193.8
231,odroid4,91.8,53.7,466.3,613.0,429.5,1.0,12.2
232,rpi-8d,4.0,462.0,330.2,412.3,384.6,302.1,152.3
233,rpi-8a,58.8,417.3,380.8,75.7,296.1,183.8,60.7
234,rpi-8c,489.2,194.7,209.2,337.6,69.4,393.8,240.3
235,odroid2,4.0,126.5,1088.2,1.1,237.9,1.0,246.1
236,rpi-8d,229.6,1.0,112.8,13.4,333.3,152.9,114.8
237,odroid1,197.9,149.3,381.3,335.5,206.9,151.3,419.6
238,odroid2,4.0,292.2,579.9,357.9,305.3,1.0,23.6
239,rpi-4a,150.4,523.8,765.9,64.0,1.0,204.6,197.6
240,rpi-4a,338.7,1.0,545.2,219.6,326.8,37.7,262.3
241,odroid2,4.0,567.3,542.8,1.1,188.2,218.0,184.7
242,odroid1,518.1,296.1,197.7,1.1,1.0,49.5,544.1
243,rpi-8b,209.3,166.2,215.1,276.8,210.0,54.1,6.0
244,odroid4,4.0,314.2,774.7,419.6,1.0,1.0,59.5
245,rpi-8b,4.0,1.0,96.8,562.8,102.2,313.7,236.0
246,odroid3,4.0,100.5,0.0,415.5,124.0,45.3,22.6
247,odroid2,51.3,62.1,245.7,66.5,261.4,148.2,178.4
248,rpi-8a,882.8,353.4,52.4,403.1,102.7,374.9,200.6
249,rpi-8d,37.2,152.5,0.0,472.2,258.4,238.3,357.2
0,rpi-8c,18.2,74.3,200.1,191.9,38.5,36.0,74.1
1,rpi-8b,134.2,706.3,34.5,281.8,17.2,212.1,193.9
2,rpi-8d,135.8,31.1,199.5,226.6,69.8,9.3,160.2
3,rpi-8d,31.6,51.8,1087.0,168.6,1.5,10.2,23.3
4,rpi-8d,72.3,41.1,118.0,723.6,70.0,110.7,7.8
5,odroid4,40.9,180.9,221.7,615.9,82.1,314.3,59.3
6,odroid1,246.9,123.1,106.0,169.7,97.9,83.3,297.8
7,odroid3,44.2,1132.0,333.0,237.2,310.5,145.5,288.5
8,odroid3,398.8,285.2,124.4,139.2,337.3,116.7,439.0
9,odroid2,255.9,89.5,414.6,10.5,135.4,510.3,498.5
10,odroid2,71.8,17.4,240.1,213.8,196.2,4.1,6.4
11,odroid3,25.1,37.1,118.5,137.9,24.4,222.3,48.3
12,odroid4,115.2,374.3,270.5,101.3,226.6,10.2,248.5
13,rpi-8a,65.6,321.5,45.5,71.4,84.7,5.3,482.5
14,rpi-8b,12.6,319.7,342.8,381.6,97.6,3.3,57.7
15,odroid4,4.2,412.2,251.3,447.1,543.6,28.0,72.6
16,rpi-8c,56.8,181.1,10.0,10.9,71.9,4.0,17.1
17,rpi-8c,585.9,216.6,79.1,206.1,37.6,268.2,82.0
18,rpi-8a,124.3,125.0,21.4,560.4,67.7,146.7,13.5
19,rpi-4a,83.5,413.4,401.0,21.5,2.1,3.7,57.4
20,rpi-8d,4.2,15.8,745.6,237.8,59.2,113.0,115.7
21,rpi-8a,343.7,52.7,470.3,86.5,199.8,5.7,269.7
22,rpi-8a,32.8,207.6,378.3,181.2,43.2,666.5,327.9
23,odroid2,189.4,250.4,216.8,416.5,205.2,353.5,165.3
24,odroid3,1023.9,232.3,120.3,156.5,242.8,124.4,505.6
25,rpi-8c,6.1,6.6,1647.2,285.3,17.5,9.7,15.4
26,odroid4,188.4,219.9,102.1,8.8,158.7,239.6,233.9
27,rpi-4a,123.9,37.4,489.3,28.3,101.4,148.0,31.0
28,rpi-8d,67.5,158.3,915.9,12.8,136.3,167.1,53.9
29,rpi-8a,188.8,36.2,1454.9,18.3,256.6,10.4,181.5
30,rpi-8a,65.1,458.9,721.5,132.9,261.6,125.4,208.2
31,rpi-8c,86.1,204.8,56.9,15.1,35.8,88.8,106.0
32,rpi-4a,228.8,276.8,24.3,206.8,14.5,256.9,79.9
33,rpi-8a,177.0,114.3,543.6,786.9,2.1,51.0,77.0
34,odroid1,40.1,59.8,57.4,667.5,50.9,65.2,73.5
35,odroid3,327.6,307.1,189.8,792.7,135.0,258.4,298.9
36,rpi-8a,114.2,55.6,142.7,381.7,14.7,65.7,24.2
37,rpi-4a,282.0,135.3,445.5,134.9,100.1,110.6,420.5
38,rpi-8c,79.2,206.8,257.3,28.6,71.6,44.3,34.4
39,rpi-8d,521.8,21.3,141.4,178.6,91.5,49.9,184.9
40,rpi-8b,455.2,39.9,48.2,43.3,515.4,286.9,9.7
41,odroid2,249.2,789.1,21.7,123.7,556.2,194.5,302.9
42,odroid2,238.0,401.3,22.9,56.4,46.3,238.7,159.8
43,odroid2,232.3,243.2,176.1,157.8,604.1,27.5,90.9
44,odroid3,632.0,399.1,9.1,91.9,318.3,28.9,168.0
45,rpi-8c,415.9,196.0,16.8,170.6,88.8,229.7,110.7
46,rpi-8b,247.6,164.4,61.3,125.5,202.9,148.9,44.2
47,odroid4,665.3,37.9,49.1,505.1,849.3,395.2,239.5
48,odroid2,51.0,51.6,244.1,192.9,85.1,78.6,139.8
49,rpi-8b,66.6,14.8,503.4,477.8,135.7,238.4,351.0
50,rpi-8c,39.2,602.5,109.2,3.8,42.3,77.9,52.8
51,odroid2,84.2,202.3,472.8,5.4,230.9,19.7,79.5
52,rpi-8d,598.3,7.1,241.4,51.3,160.7,88.6,220.3
53,odroid1,554.0,50.0,155.5,420.4,2.8,14.5,7.4
54,rpi-8c,6.8,1.0,762.0,635.5,15.0,27.7,12.8
55,odroid4,1286.5,286.3,195.0,73.2,149.6,318.6,223.1
56,odroid3,27.6,5.1,377.2,151.5,10.6,7.8,26.4
57,odroid4,440.6,52.2,40.5,183.8,127.3,3.8,50.6
58,odroid4,5.0,1.2,957.2,697.4,4.3,4.3,3.5
59,odroid1,5.8,77.4,107.8,74.3,27.6,31.4,11.8
60,rpi-8d,158.9,282.4,472.7,96.7,372.4,464.2,213.1
61,rpi-8a,635.2,214.6,81.2,566.6,224.1,128.8,332.0
62,rpi-8a,87.8,15.1,390.4,369.6,41.3,142.7,38.1
63,odroid1,469.3,483.9,0.1,76.6,326.3,44.3,365.8
64,odroid3,12.6,3.7,664.5,204.4,46.2,101.2,24.9
65,rpi-8d,219.4,404.6,235.0,24.2,77.5,121.4,57.0
66,rpi-8d,81.3,86.9,684.8,402.5,235.8,690.6,345.2
67,rpi-4a,206.9,71.4,501.3,370.6,18.1,197.2,196.2
68,odroid2,4.3,36.0,650.8,295.9,9.7,23.4,36.2
69,odroid2,177.2,244.0,82.9,261.3,54.5,58.0,62.8
70,odroid1,23.1,112.3,319.4,168.6,6.1,15.7,3.9
71,rpi-4a,92.6,459.8,212.6,912.9,119.4,257.0,382.2
72,odroid1,297.0,386.7,452.9,50.8,256.6,287.8,94.4
73,rpi-8b,337.7,170.1,347.0,7.4,468.4,21.9,138.2
74,rpi-8c,12.2,5.5,144.3,31.9,118.7,106.6,36.8
75,rpi-8a,537.1,634.7,32.2,56.4,113.0,136.5,375.5
76,odroid2,8.1,151.0,174.9,223.9,214.4,9.8,108.3
77,rpi-8d,1126.3,50.4,4.1,159.9,81.7,279.4,280.3
78,odroid4,27.1,379.3,825.1,247.5,185.5,688.7,511.2
79,odroid3,47.2,213.0,541.3,2.5,10.2,34.6,13.6
80,rpi-8d,105.8,112.5,263.9,13.8,46.0,103.4,62.4
81,odroid2,104.4,351.9,246.2,13.7,95.1,197.3,16.0
82,odroid3,794.5,404.9,27.1,104.7,536.4,212.6,132.0
83,rpi-8c,67.1,243.4,62.9,207.1,95.6,50.2,53.2
84,rpi-8b,204.9,174.7,370.7,95.6,10.0,41.8,200.9
85,rpi-8a,122.1,428.0,53.6,85.2,188.2,191.3,55.5
86,rpi-8a,115.4,40.9,114.5,100.5,31.2,9.6,653.2
87,rpi-8b,52.1,305.4,74.1,320.6,1.8,54.9,20.7
88,rpi-8b,29.7,19.9,1021.1,384.5,230.8,24.0,256.5
89,odroid1,272.8,34.2,40.9,249.7,787.7,54.5,59.9
90,rpi-8d,105.1,54.1,16.8,28.0,190.4,26.9,54.0
91,odroid2,485.6,51.5,88.0,552.1,370.6,35.7,190.3
92,rpi-4a,189.6,347.0,6.2,601.1,193.2,34.4,33.1
93,rpi-8c,496.9,647.9,53.6,453.4,159.2,52.3,244.7
94,odroid1,49.3,14.9,401.9,224.7,8.5,174.2,91.1
95,odroid3,424.9,692.9,360.2,168.3,322.0,731.3,560.3
96,odroid4,55.8,367.5,14.5,244.2,84.4,489.5,166.5
97,rpi-8b,10.7,115.0,503.6,429.8,475.8,63.8,37.1
98,odroid4,25.8,550.6,354.4,197.7,15.5,140.9,56.8
99,rpi-8d,144.0,17.7,405.0,127.9,30.3,35.1,90.3
100,odroid3,693.7,315.4,14.6,65.9,16.6,65.5,67.6
101,odroid2,608.9,105.0,40.5,575.0,197.1,266.5,151.2
102,rpi-8b,5.6,3.3,222.2,649.1,161.8,22.3,29.2
103,rpi-8b,62.4,10.2,660.0,36.6,43.6,9.4,11.5
104,odroid2,395.0,41.4,26.7,77.7,48.6,136.6,56.1
105,odroid3,54.3,339.1,427.9,767.4,61.6,202.9,37.0
106,odroid3,190.3,1106.4,441.5,160.2,491.9,133.4,555.1
107,odroid1,17.1,274.4,147.8,236.8,260.5,312.6,114.8
108,odroid3,161.0,94.8,308.2,590.1,523.2,177.2,320.7
109,odroid2,530.4,31.0,24.0,176.7,268.4,135.7,14.7
110,odroid2,56.9,58.3,92.6,870.5,77.1,129.8,19.5
111,rpi-4a,39.1,308.4,551.0,163.8,473.1,13.7,48.3
112,rpi-8c,772.3,209.1,22.0,556.1,499.0,465.8,387.3
113,rpi-4a,113.7,150.4,156.7,122.4,31.4,62.4,259.7
114,rpi-4a,343.5,215.3,143.2,497.3,432.6,32.9,95.6
115,rpi-8c,13.4,20.6,447.6,204.8,26.7,4.6,40.5
116,rpi-8b,264.3,589.2,17.1,120.5,32.9,169.3,42.3
117,rpi-8d,144.8,326.5,698.1,86.0,86.7,177.1,447.9
118,odroid3,74.6,811.0,111.8,29.7,134.6,20.3,61.4
119,odroid1,52.8,977.8,222.0,18.3,192.1,79.3,367.2
120,rpi-8a,24.3,287.4,127.6,10.2,58.3,106.6,160.4
121,rpi-8b,279.0,307.8,295.7,163.5,89.0,243.0,143.9
122,rpi-8a,89.1,2.7,149.1,57.7,508.3,19.6,159.4
123,odroid2,63.3,259.2,76.0,120.2,37.7,104.4,64.1
124,odroid1,19.2,356.9,423.6,46.9,273.1,307.0,81.9
125,rpi-4a,328.9,229.5,125.9,223.2,122.3,69.1,319.8
126,rpi-8d,40.9,1.5,139.6,748.6,213.5,26.3,30.6
127,odroid1,15.3,35.6,1411.1,144.9,23.3,105.3,112.5
128,odroid4,57.5,237.2,496.0,117.5,83.8,100.3,214.1
129,odroid1,112.8,211.3,243.1,26.1,167.3,147.3,72.3
130,rpi-8b,512.9,5.0,152.2,230.3,78.1,41.0,25.3
131,rpi-8d,210.4,8.8,1397.4,104.5,43.4,284.1,184.8
132,odroid1,5.5,527.3,434.6,465.5,118.8,551.4,263.7
133,odroid3,228.4,188.7,531.4,413.6,100.5,81.5,56.7
