,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,label
2981,246.60000000000002,423.6,31.3,230.7,408.7,13.3,257.59999999999997,impersonator
168,9.7,-9.3,211.1,212.2,185.20000000000002,210.6,405.1,impersonator
150,206.2,238.8,223.9,432.70000000000005,257.0,255.70000000000002,455.6,impersonator
4596,423.6,30.8,220.3,253.8,466.0,22.0,220.6,impersonator
3305,164.0,168.0,167.0,168.0,167.0,169.0,166.0,genuine
4693,191.6,165.2,184.2,182.7,164.7,168.4,151.2,impersonator
4643,10.1,8.200000000000001,14.5,760.7,1.6999999999999993,35.1,19.5,impersonator
1332,233.4,228.8,233.9,15.9,216.5,199.3,417.3,genuine
3231,147.7,157.3,175.5,178.3,182.0,143.9,148.3,impersonator
4700,17.7,70.7,56.0,89.0,2009.6,19.8,17.4,genuine
1548,27.6,43.599999999999994,75.9,1918.2,18.099999999999998,21.200000000000003,16.5,impersonator
139,165.0,170.0,167.0,167.0,166.0,167.0,168.0,genuine
3949,14.0,15.1,216.5,216.6,199.8,416.9,233.2,genuine
2498,172.4,180.2,160.6,165.0,154.0,177.8,154.9,impersonator
3237,24.2,26.5,13.5,34.0,1118.4,22.1,19.1,genuine
575,243.6,434.90000000000003,1.3999999999999986,232.29999999999998,252.5,418.2,36.2,impersonator
709,332.0,167.0,167.0,8.0,159.0,333.0,168.0,genuine
504,172.0,171.0,174.0,172.0,175.0,173.0,175.0,genuine
449,237.89999999999998,423.4,16.900000000000002,247.8,217.1,437.9,-3.0,impersonator
2129,163.0,183.0,156.0,170.0,8.0,166.0,333.0,genuine
821,18.0,604.4,430.7,36.5,13.8,30.4,21.4,impersonator
2847,155.1,186.1,157.9,186.0,170.2,173.9,174.5,impersonator
1213,16.4,11.7,215.6,215.1,417.0,233.0,233.7,genuine
618,150.8,147.5,170.7,37.0,158.9,324.0,192.7,impersonator
3699,170.0,174.0,159.0,169.0,9.0,165.0,350.0,genuine
4092,12.5,206.6,228.5,458.5,21.2,466.3,28.1,impersonator
4496,-1.200000000000001,436.1,12.299999999999999,240.89999999999998,450.90000000000003,34.599999999999994,209.8,impersonator
84,18.5,18.1,1204.0,19.0,17.0,632.4,22.6,genuine
3439,166.0,188.0,155.0,171.0,168.0,170.0,168.0,genuine
1140,166.0,169.0,167.0,166.0,167.0,166.0,169.0,genuine
2921,33.3,14.100000000000001,1567.2,-8.100000000000001,22.099999999999998,41.6,26.299999999999997,impersonator
2526,230.1,233.3,233.1,233.1,433.5,15.7,232.9,genuine
2703,28.5,104.1,48.3,139.3,4.4,83.8,2229.8,genuine
3748,174.7,163.7,196.0,171.2,176.2,165.8,156.2,impersonator
3678,15.2,18.2,1401.7,19.4,17.0,18.4,19.2,genuine
4034,180.7,173.3,167.8,178.1,161.7,185.4,142.6,impersonator
4390,161.5,329.3,151.1,163.6,-10.899999999999999,189.5,327.9,impersonator
1896,14.5,1391.2,19.4,16.2,16.6,16.6,16.6,genuine
3058,69.0,23.7,63.7,156.9,26.9,164.3,95.9,genuine
2369,143.3,192.5,157.8,148.3,184.8,147.9,153.2,impersonator
2319,-6.099999999999998,37.9,627.5999999999999,226.4,36.3,8.6,35.7,impersonator
2727,171.0,172.0,174.0,171.0,173.0,175.0,173.0,genuine
3685,169.0,174.0,174.0,173.0,174.0,173.0,174.0,genuine
4211,167.0,171.0,169.0,172.0,171.0,170.0,168.0,genuine
2445,171.0,173.0,174.0,171.0,174.0,174.0,172.0,genuine
3799,163.0,181.8,22.8,135.7,321.8,158.8,148.5,impersonator
2978,444.7,31.5,233.3,233.5,231.9,217.7,233.0,genuine
129,26.9,18.299999999999997,-5.600000000000001,951.1999999999999,427.09999999999997,-1.3999999999999986,43.900000000000006,impersonator
4708,228.8,433.2,16.1,233.0,233.4,233.2,433.4,genuine
3586,198.6,155.9,137.7,193.6,149.3,193.3,-9.3,impersonator
2881,169.0,171.0,170.0,170.0,172.0,171.0,166.0,genuine
342,184.0,11.0,151.0,333.0,183.0,166.0,166.0,genuine
283,152.8,188.0,152.5,171.9,171.6,190.6,21.0,impersonator
3910,17.4,20.1,970.7,421.9,19.2,17.6,22.6,genuine
3263,231.0,231.6,433.2,16.1,233.7,16.0,216.2,genuine
4602,174.0,201.2,153.7,188.1,148.2,8.4,170.9,impersonator
162,157.0,185.4,198.4,152.2,176.8,152.2,169.3,impersonator
4379,178.3,159.4,152.8,163.0,187.1,180.4,185.5,impersonator
2602,164.0,176.0,158.0,171.0,167.0,10.0,166.0,genuine
523,-2.0999999999999996,26.5,207.1,207.70000000000002,192.2,205.4,626.8,impersonator
600,165.0,169.0,168.0,165.0,166.0,170.0,167.0,genuine
3368,178.0,208.8,140.6,173.3,154.2,18.6,186.1,impersonator
4742,17.0,18.0,599.6,422.4,17.4,22.0,18.1,genuine
4619,29.400000000000002,28.700000000000003,370.8,211.3,18.3,33.8,11.100000000000001,impersonator
2762,154.3,194.3,161.4,158.1,166.9,8.2,169.8,impersonator
3074,17.5,18.9,1584.6,17.8,19.7,19.4,19.0,genuine
3066,15.999999999999998,-0.10000000000000142,963.0,633.9,35.3,34.7,38.9,impersonator
4288,17.4,20.2,1583.8,16.5,23.4,18.7,20.1,genuine
86,26.6,1668.8,192.20000000000002,10.5,21.2,23.5,-2.400000000000002,impersonator
1102,414.3,25.799999999999997,253.1,240.3,450.70000000000005,25.6,222.89999999999998,impersonator
3416,18.7,17.0,56.8,1727.3,20.2,19.6,20.0,genuine
562,35.5,2.400000000000002,119.5,17.6,67.89999999999999,40.400000000000006,66.0,impersonator
1022,234.1,228.4,433.3,16.4,233.3,233.3,433.2,genuine
3536,30.5,352.5,156.4,5.100000000000001,163.0,175.4,150.8,impersonator
3388,199.8,212.9,424.7,236.0,445.5,6.400000000000002,216.9,impersonator
2058,228.7,232.9,433.2,16.8,232.8,233.3,433.6,genuine
3407,30.9,8.0,622.2,30.0,1.4999999999999982,6.0,24.799999999999997,impersonator
879,16.2,19.8,138.5,839.4,20.1,19.8,20.2,genuine
246,36.9,231.5,34.6,234.5,210.70000000000002,405.6,448.7,impersonator
4936,14.400000000000002,39.2,21.3,9.400000000000002,32.3,31.4,21.2,impersonator
1948,-8.5,-6.400000000000002,221.79999999999998,418.5,256.7,242.4,442.9,impersonator
4710,8.8,11.299999999999999,33.0,13.7,1156.4,618.6,15.7,impersonator
2957,249.2,227.1,475.6,20.5,240.2,220.0,423.7,impersonator
926,997.6999999999999,595.7,9.2,19.7,18.1,-1.0,0.8999999999999986,impersonator
72,38.0,36.5,48.3,557.7,17.0,17.6,65.0,genuine
4779,216.5,236.20000000000002,253.6,221.6,224.1,-3.5999999999999996,192.4,impersonator
2307,9.0,2330.5,16.6,16.7,19.1,20.4,24.5,genuine
4635,-2.9000000000000004,447.3,46.3,465.6,56.300000000000004,229.1,451.90000000000003,impersonator
4976,4.5,10.399999999999999,29.2,1175.8,639.3,30.1,232.3,impersonator
1243,34.8,-0.40000000000000213,960.6999999999999,637.4,36.8,19.8,8.2,impersonator
1670,215.6,419.0,7.600000000000001,208.20000000000002,221.2,214.5,458.0,impersonator
3973,212.7,216.3,199.8,216.6,417.1,233.1,433.4,genuine
4010,607.5,194.1,24.0,-7.100000000000001,-7.600000000000001,50.3,80.10000000000001,impersonator
4968,200.7,428.4,16.2,216.5,199.9,434.6,232.9,genuine
2056,160.4,215.5,157.4,151.4,159.5,28.2,169.0,impersonator
50,172.0,173.0,174.0,173.0,172.0,174.0,175.0,genuine
1659,35.3,237.7,250.0,251.7,219.6,246.8,253.4,impersonator
1203,420.7,23.8,234.8,230.1,458.4,10.299999999999999,223.6,impersonator
2830,169.0,171.0,169.0,170.0,172.0,171.0,167.0,genuine
4196,170.0,174.0,174.0,174.0,173.0,173.0,173.0,genuine
1788,14.1,444.5,31.1,233.0,232.3,232.9,233.5,genuine
2430,18.4,20.3,18.3,1395.8,19.9,21.7,17.9,genuine
1958,630.2,52.9,10.3,233.2,215.2,417.3,249.9,genuine
683,15.5,16.9,1601.0,17.5,18.8,19.1,18.9,genuine
2653,14.3,19.3,1016.1,23.7,16.4,18.8,19.9,genuine
3156,14.6,979.3,631.5,17.5,16.1,430.4,400.9,genuine
4229,227.5,232.1,233.5,233.1,232.4,233.2,232.1,genuine
3223,18.3,18.7,1604.7,16.5,19.6,19.4,19.5,genuine
3014,177.6,192.0,150.1,157.9,190.8,180.1,173.6,impersonator
3647,16.4,1598.8,20.0,20.5,20.8,17.0,20.7,genuine
1949,165.0,149.2,167.8,143.1,172.6,144.2,182.8,impersonator
2982,-1.1000000000000014,1366.1000000000001,5.600000000000001,14.599999999999998,23.4,27.7,11.1,impersonator
1731,153.5,156.8,157.9,150.8,164.4,189.4,180.0,impersonator
902,78.9,45.3,1698.1,20.1,18.8,19.4,21.8,genuine
2769,6.4,44.0,596.6,181.79999999999998,33.9,33.1,0.6999999999999993,impersonator
258,34.8,40.4,36.6,38.9,1147.6,8.7,4.5,impersonator
4686,163.0,168.0,166.0,167.0,168.0,166.0,167.0,genuine
560,164.0,186.0,156.0,171.0,171.0,171.0,169.0,genuine
3042,181.0,177.0,155.0,171.0,170.0,10.0,167.0,genuine
2542,181.0,172.0,156.0,169.0,170.0,172.0,12.0,genuine
1432,139.5,190.9,154.1,151.7,153.6,22.6,166.3,impersonator
3142,225.8,449.2,32.0,233.3,233.2,450.4,15.2,genuine
3981,216.2,412.6,233.4,16.2,216.5,616.8,16.4,genuine
646,14.2,13.2,17.2,14.0,598.4,210.2,16.6,genuine
170,184.5,144.1,159.9,157.0,193.0,146.6,147.8,impersonator
4199,17.0,16.4,985.0,628.9,20.9,223.1,17.8,genuine
3400,48.599999999999994,2675.2000000000003,8.7,20.299999999999997,10.200000000000001,39.400000000000006,87.7,impersonator
1988,247.4,209.8,415.5,1.9000000000000004,447.40000000000003,32.1,211.0,impersonator
959,17.4,21.0,966.4,632.5,21.9,16.7,17.1,genuine
3822,171.0,173.0,173.0,173.0,170.0,175.0,173.0,genuine
1689,43.099999999999994,45.3,198.0,454.2,167.20000000000002,245.4,28.1,impersonator
284,413.6,229.2,450.7,14.2,233.9,233.5,451.4,genuine
962,230.0,233.3,433.2,16.7,433.5,16.4,233.1,genuine
4205,168.0,170.0,169.0,171.0,173.0,169.0,167.0,genuine
2072,163.0,347.0,153.0,170.0,168.0,11.0,166.0,genuine
895,16.4,17.7,981.0,416.8,16.0,18.2,20.5,genuine
980,425.6,34.5,239.20000000000002,249.0,431.09999999999997,24.200000000000003,234.5,impersonator
4711,17.6,17.0,1807.3,20.2,16.7,21.3,17.6,genuine
3465,173.2,183.2,169.4,155.3,156.5,176.1,191.3,impersonator
760,13.4,15.1,330.7,1470.9,16.3,15.8,15.6,genuine
153,171.0,174.0,175.0,172.0,173.0,173.0,175.0,genuine
1012,2519.6,33.0,-3.5,7.800000000000001,42.5,77.6,69.5,impersonator
1252,8.7,109.7,87.6,88.1,31.6,87.6,15.8,genuine
4197,166.9,166.6,168.9,188.4,150.8,170.7,21.1,impersonator
3253,193.0,195.5,195.5,174.5,176.2,162.4,173.2,impersonator
1791,707.9,34.4,3.6,7.800000000000001,33.8,0.5,1196.7,impersonator
4064,166.0,166.0,168.0,167.0,167.0,165.0,166.0,genuine
4940,-4.000000000000002,2408.9,37.4,49.8,77.89999999999999,25.4,72.60000000000001,impersonator
3212,160.7,148.1,177.0,144.0,149.8,169.0,168.8,impersonator
2328,230.9,229.3,450.6,31.0,234.1,232.4,448.7,genuine
1340,224.7,464.7,54.7,214.5,237.1,436.9,33.1,impersonator
590,37.9,-4.0,1153.2,611.8,4.399999999999999,-3.900000000000002,16.7,impersonator
2827,166.0,173.0,167.0,170.0,173.0,172.0,166.0,genuine
2377,-6.699999999999999,43.7,1600.1,13.0,9.900000000000002,619.8,44.3,impersonator
4233,181.6,168.5,169.0,186.1,166.2,188.9,151.5,impersonator
2893,446.5,28.6,234.6,232.3,450.1,15.4,234.1,genuine
2755,12.0,232.3,233.4,232.7,216.7,233.3,233.1,genuine
4093,211.6,249.3,246.0,253.60000000000002,15.6,208.29999999999998,216.3,impersonator
3970,13.4,16.1,1010.5,17.9,15.1,17.6,15.5,genuine
3103,3.0,430.2,19.9,432.09999999999997,40.7,243.6,243.3,impersonator
965,229.9,247.0,236.4,247.39999999999998,441.5,18.0,428.09999999999997,impersonator
1365,18.4,1412.7,19.0,16.4,16.0,16.8,17.3,genuine
3186,172.5,182.5,184.0,159.9,162.4,158.7,188.2,impersonator
174,15.1,13.3,216.7,414.3,233.3,233.0,434.0,genuine
37,170.0,171.0,175.0,172.0,173.0,174.0,173.0,genuine
288,164.0,182.0,153.0,169.0,13.0,166.0,334.0,genuine
2542,159.9,190.3,157.3,185.9,194.1,163.6,5.0,impersonator
1440,91.19999999999999,140.1,1089.5,35.2,39.1,25.0,9.899999999999999,impersonator
3655,160.3,309.7,186.8,177.8,26.7,151.9,329.6,impersonator
4305,17.0,14.1,1610.4,15.6,19.3,16.9,19.4,genuine
1318,41.7,31.0,31.1,738.0,31.700000000000003,35.2,30.9,impersonator
1917,35.3,30.0,765.4,639.2,14.299999999999999,40.8,40.0,impersonator
1546,4.100000000000001,71.0,1124.3,16.5,-0.5,4.400000000000002,38.8,impersonator
2345,6.1,1582.2,43.9,2.0999999999999996,25.7,8.299999999999999,22.4,impersonator
217,252.2,464.0,45.5,228.5,249.29999999999998,219.0,440.5,impersonator
189,233.9,428.1,17.0,232.8,233.5,433.1,16.5,genuine
1347,159.3,182.6,173.6,173.3,161.5,-4.199999999999999,190.1,impersonator
380,15.2,15.6,969.0,628.8,16.3,16.9,17.2,genuine
646,13.1,7.6,19.7,-0.5,590.9,196.89999999999998,12.700000000000001,impersonator
3278,151.5,178.4,184.9,173.1,169.3,191.4,182.1,impersonator
77,167.0,168.0,169.0,171.0,169.0,169.0,169.0,genuine
4571,211.1,199.6,216.5,416.9,233.2,232.8,433.4,genuine
287,208.1,212.1,394.7,240.6,233.7,246.10000000000002,447.0,impersonator
1896,32.8,1378.2,20.5,30.5,-6.799999999999997,9.100000000000001,-1.2999999999999972,impersonator
1144,15.5,1.1000000000000014,530.5,830.8,-2.0,43.0,43.4,impersonator
905,172.0,171.0,177.0,172.0,174.0,172.0,173.0,genuine
2235,12.2,222.4,232.8,233.2,433.4,16.5,216.3,genuine
159,166.0,172.0,7.0,166.0,351.0,166.0,166.0,genuine
1306,12.4,232.0,233.0,433.4,16.4,233.3,433.4,genuine
2117,147.3,182.2,189.8,147.8,171.7,150.2,185.9,impersonator
2887,416.0,6.6000000000000005,20.7,230.29999999999998,633.5999999999999,12.899999999999999,251.10000000000002,impersonator
2944,167.0,172.0,169.0,172.0,170.0,171.0,166.0,genuine
2377,16.2,19.9,1589.1,13.4,19.6,632.4,23.4,genuine
4844,155.4,150.1,181.2,177.0,173.2,161.9,151.6,impersonator
4214,164.0,181.0,150.0,169.0,1.0,185.0,14.0,genuine
2155,25.2,231.0,233.1,231.9,215.8,451.4,16.4,genuine
1046,422.0,19.5,238.8,230.7,441.8,11.999999999999998,250.29999999999998,impersonator
889,11.2,37.0,21.5,-3.8999999999999986,550.6,19.0,33.8,impersonator
2697,197.3,151.1,151.5,147.4,191.2,20.6,190.7,impersonator
2472,22.6,35.3,-5.300000000000001,24.0,32.5,30.6,24.9,impersonator
4649,170.0,174.0,173.0,175.0,172.0,171.0,172.0,genuine
3979,16.5,227.3,233.3,433.1,16.6,233.2,233.4,genuine
1746,833.6999999999999,7.299999999999999,29.900000000000002,-1.5,-3.5,10.700000000000001,32.900000000000006,impersonator
1135,33.3,1246.9,-3.6999999999999993,14.3,38.7,33.7,36.400000000000006,impersonator
4404,173.0,171.0,174.0,174.0,174.0,174.0,172.0,genuine
4902,13.1,232.0,233.1,433.6,16.5,233.1,233.1,genuine
3502,43.199999999999996,1123.5,24.5,-8.399999999999999,40.900000000000006,23.5,15.9,impersonator
1259,12.399999999999999,9.7,1381.1,14.599999999999998,429.59999999999997,19.5,40.599999999999994,impersonator
3607,15.1,19.6,780.6,209.2,18.8,20.0,18.1,genuine
4658,167.0,171.0,170.0,171.0,171.0,172.0,165.0,genuine
2981,230.3,433.3,16.3,233.2,433.3,16.6,233.2,genuine
