,label,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6
59,rpi-4a,137.4,44.2,0.0,33.5,244.2,3.4,216.4
60,odroid1,141.4,2519.7,6.8,181.5,149.0,489.2,184.5
61,rpi-8b,165.3,112.1,163.6,153.8,52.5,160.4,118.5
62,odroid3,2.0,250.3,248.1,78.0,101.3,194.7,168.8
63,rpi-4a,43.3,6.2,117.8,140.7,264.3,149.2,2.0
64,rpi-8c,27.5,80.6,214.3,54.3,201.1,14.2,180.8
65,odroid3,111.0,1.5,338.8,1280.9,1.0,198.8,201.1
66,rpi-8a,250.5,162.1,124.0,178.1,172.3,141.4,411.3
67,odroid3,215.4,109.9,308.9,140.3,163.2,136.7,208.4
68,rpi-8d,432.9,215.4,17.4,176.8,1704.3,205.0,255.2
69,rpi-8b,89.0,75.1,876.2,223.6,174.3,170.9,115.3
70,rpi-8c,755.4,1161.3,90.2,2.1,198.2,93.1,152.8
71,odroid3,114.3,186.3,92.4,72.2,229.4,172.1,2.0
72,odroid2,137.2,1.5,1521.7,218.3,137.7,184.2,208.6
73,odroid4,217.7,218.4,52.2,146.0,160.4,500.4,168.3
74,rpi-8b,36.5,37.5,1120.7,409.2,210.8,20.5,177.2
75,rpi-8d,286.2,22.8,138.2,429.3,52.2,1.0,164.6
76,odroid4,38.4,2737.1,130.5,132.1,14.2,121.8,2.0
77,rpi-4a,2.0,2.5,84.5,127.3,150.8,32.3,61.2
78,rpi-8d,2.0,129.0,230.9,243.8,1.0,9.4,75.0
79,rpi-8a,210.4,273.8,161.2,160.3,163.1,277.1,426.6
80,odroid2,5.0,134.3,242.1,163.6,204.2,190.3,132.6
81,rpi-4a,2.0,285.4,408.6,284.5,178.7,420.8,135.2
82,odroid2,180.6,258.5,42.5,282.2,1.0,231.0,161.1
83,odroid4,473.8,166.8,14.6,103.6,223.1,152.6,151.1
84,rpi-4a,53.6,1.5,85.4,209.7,161.0,59.2,2.0
85,rpi-4a,13.5,1262.9,0.0,2.1,14.2,52.4,108.6
86,rpi-8c,246.9,295.0,41.0,582.3,390.2,276.2,659.6
87,odroid3,199.1,94.7,170.7,177.4,275.1,74.1,740.9
88,odroid1,14.4,1.5,180.6,938.7,53.6,298.4,455.9
89,rpi-8c,190.3,170.5,190.6,206.0,75.0,151.5,2.0
90,rpi-8a,2.0,2021.8,65.3,180.0,172.5,255.2,2.0
91,odroid2,217.5,183.0,48.2,123.5,117.2,39.9,78.4
92,rpi-8a,163.7,360.7,86.6,206.8,163.5,65.6,2.0
93,rpi-4a,53.4,57.4,853.8,122.2,1.0,1.0,2.0
94,odroid1,29.2,1.5,1482.4,136.4,27.6,53.3,68.0
95,odroid2,175.1,1.5,252.5,229.1,155.2,1.0,13.1
96,odroid1,39.4,93.7,273.1,425.1,20.6,147.5,39.9
97,rpi-8c,2.0,32.7,46.4,35.8,133.2,34.2,91.6
98,rpi-8a,229.9,144.1,56.9,212.2,318.5,127.0,440.3
99,rpi-4a,178.3,108.8,291.1,154.0,191.6,158.4,74.9
100,rpi-8c,165.4,142.5,0.0,103.4,152.8,99.4,2.0
101,rpi-8b,217.1,1070.9,34.8,944.1,195.7,183.6,384.7
102,odroid1,2.0,1.5,1661.6,725.6,135.3,30.6,2.0
103,odroid2,1208.4,80.2,162.9,179.8,93.3,363.0,7.9
104,odroid2,145.1,229.3,213.4,2.1,44.4,29.2,228.2
105,rpi-8a,463.0,176.5,132.4,151.3,256.8,252.0,236.3
106,odroid2,135.2,1.5,1434.1,119.4,32.4,31.1,2.0
107,rpi-4a,249.4,216.0,174.4,142.4,14.0,53.8,159.8
108,odroid4,110.4,212.7,167.7,217.7,158.9,191.3,80.2
109,rpi-8d,88.0,174.1,110.1,256.7,152.5,7.0,150.6
110,rpi-4a,189.9,224.9,0.0,230.3,158.5,165.8,104.4
111,odroid1,2.0,73.1,335.4,2.1,1.0,9.1,2.0
112,odroid4,51.0,153.7,189.9,161.1,16.9,85.1,16.4
113,rpi-4a,68.1,1542.4,0.0,60.5,35.6,213.7,34.5
114,odroid3,180.1,208.1,0.0,418.0,166.7,233.0,2.0
115,rpi-8b,272.1,257.4,437.1,199.6,211.2,152.1,236.1
116,rpi-8c,50.6,236.2,128.9,18.3,157.9,173.1,122.6
117,odroid4,51.4,1.5,242.4,450.4,1.7,36.8,77.6
118,odroid1,174.0,81.3,1057.7,203.2,123.9,173.8,272.6
119,rpi-8d,210.2,1404.6,0.0,993.5,128.3,258.7,164.9
120,rpi-8c,164.2,264.8,92.5,180.7,235.5,155.0,71.0
121,odroid2,183.4,137.9,171.4,316.6,155.6,300.3,389.4
122,odroid3,253.9,24.6,179.8,1045.6,168.0,220.0,625.7
123,rpi-8d,236.1,1.5,224.5,445.2,147.1,168.2,55.8
124,rpi-8a,255.7,183.7,187.5,131.9,159.6,185.5,99.8
125,odroid1,74.8,156.0,391.3,168.4,141.7,2.3,6.0
126,odroid1,92.1,166.2,82.0,40.5,150.6,193.2,2.0
127,rpi-4a,2.0,158.5,965.4,266.7,21.6,152.3,170.5
128,rpi-8b,528.8,257.5,0.0,183.7,1064.3,390.3,219.8
129,rpi-8a,236.1,177.9,322.4,109.9,433.2,228.2,161.9
130,rpi-8b,147.5,126.7,139.1,183.3,141.7,166.0,141.9
131,rpi-4a,2.0,22.6,139.3,135.1,1.0,30.3,2.0
132,odroid3,161.2,64.6,274.6,256.3,244.4,89.1,145.3
133,odroid2,243.7,257.9,37.6,2.1,91.9,201.4,444.8
134,rpi-8d,130.0,161.6,173.2,2.1,266.8,78.9,60.6
135,odroid2,21.9,242.0,141.5,2.1,73.3,111.1,217.0
136,rpi-8a,426.7,1.5,423.2,139.6,419.7,173.8,534.9
137,rpi-8d,187.9,91.3,282.4,220.4,1.0,19.3,65.7
138,odroid1,239.7,136.8,138.3,2.1,290.1,122.3,462.7
139,odroid2,118.1,573.6,0.0,2.1,78.9,38.4,2.0
140,rpi-8d,156.2,1402.3,102.4,2.1,42.9,149.9,201.5
141,rpi-8d,2.0,144.3,235.0,14.9,100.8,196.7,178.6
142,rpi-8b,157.9,255.0,62.7,238.6,235.8,442.8,200.6
143,rpi-8c,254.3,119.7,103.4,114.3,191.9,445.7,625.1
144,rpi-8d,2.0,1.5,252.2,208.1,206.3,46.3,158.4
145,odroid1,341.3,159.4,30.4,393.6,225.0,223.9,682.2
146,odroid4,93.0,39.9,385.5,213.1,169.1,97.2,115.9
147,odroid1,207.4,214.0,33.8,174.7,4.7,27.5,65.9
148,rpi-8a,76.5,1.5,336.8,311.1,161.3,45.8,36.2
149,rpi-8a,145.6,1.5,342.0,2.1,110.6,1.0,2.0
150,rpi-8d,160.0,46.6,981.0,175.1,12.5,303.8,447.8
151,odroid1,2.0,93.0,295.7,161.2,41.2,1.0,108.8
152,odroid1,230.5,142.8,150.8,323.0,407.0,38.2,44.3
153,odroid2,2.0,1.5,403.3,262.7,48.8,30.6,216.9
154,rpi-8d,2.0,100.5,70.6,377.9,136.2,267.8,234.9
155,rpi-8a,70.3,317.1,83.6,2.1,1.0,47.7,159.4
156,rpi-8c,26.9,176.9,236.1,129.6,53.6,38.3,282.9
157,rpi-8b,137.4,346.5,59.9,274.6,133.0,1.0,203.9
158,rpi-8c,204.2,141.2,217.7,94.4,138.4,140.7,14.8
159,odroid3,222.2,98.5,0.0,136.6,202.1,2012.8,33.1
160,rpi-8b,140.3,157.2,0.0,190.1,250.0,83.6,250.3
161,odroid3,18.8,194.7,22.0,295.5,42.0,1.0,28.4
162,rpi-4a,351.3,765.2,144.5,2.1,241.5,219.5,113.2
163,rpi-8b,34.1,204.5,230.4,598.2,191.3,181.5,489.5
164,rpi-8b,2.0,27.8,280.5,2.1,1.0,174.1,189.6
165,odroid2,103.4,45.2,517.9,172.6,232.7,54.6,251.9
166,rpi-8c,44.3,230.3,139.7,194.3,152.8,24.4,216.6
167,odroid3,69.9,45.1,109.9,155.2,93.6,173.9,436.9
168,odroid2,149.7,47.0,320.2,247.4,62.9,182.6,27.3
169,odroid4,229.2,316.6,66.3,424.1,106.5,47.4,164.8
170,rpi-8b,5.7,1.5,139.6,244.5,157.6,173.3,177.8
171,rpi-8b,136.0,234.0,301.2,128.7,117.4,185.2,204.1
172,rpi-8b,169.4,96.2,118.7,652.3,214.0,166.1,150.7
173,rpi-4a,2.0,238.5,128.2,189.6,131.1,1.0,2.0
174,odroid1,42.5,109.6,60.2,182.2,1.0,74.2,179.9
175,rpi-8c,17.5,254.2,131.4,164.7,1.0,22.9,4.7
176,odroid1,401.1,148.4,103.2,2.1,495.2,136.3,445.9
177,rpi-8c,235.8,159.0,58.4,404.5,185.7,146.5,35.3
178,odroid3,18.4,124.6,186.1,37.9,406.6,1.0,2.0
179,odroid3,107.7,100.5,298.3,229.9,192.5,64.2,69.0
180,rpi-8d,25.8,158.7,84.4,979.3,1.0,1.0,71.5
181,rpi-8c,28.1,1.5,1411.7,312.1,47.1,16.9,258.6
182,rpi-8d,124.8,76.4,273.8,162.0,288.7,148.8,145.2
183,odroid2,153.4,12.2,1869.2,213.3,5.1,56.7,27.5
184,odroid2,205.2,1.5,153.0,191.1,59.6,268.8,233.6
185,rpi-8a,168.5,161.1,371.6,260.9,195.9,190.0,161.7
186,odroid2,2.0,1.5,207.1,38.3,181.3,340.2,2.0
187,rpi-8c,51.3,58.0,180.5,35.8,54.3,155.4,4.1
188,rpi-8a,146.5,3.6,116.2,234.4,412.9,14.6,198.4
189,rpi-8d,186.8,162.7,61.1,155.3,145.5,130.6,169.6
190,odroid2,46.5,213.6,284.2,258.5,1.0,135.2,219.4
191,odroid1,2.0,176.1,1134.9,193.0,7.4,23.7,2.0
192,rpi-4a,909.9,68.6,0.0,93.7,188.9,187.5,260.9
193,odroid4,148.0,42.6,457.0,300.0,97.0,85.4,48.9
194,rpi-8a,217.1,202.9,280.6,186.9,191.4,143.1,167.2
195,rpi-8d,161.6,264.1,82.8,131.8,230.4,487.1,385.3
196,odroid4,206.5,87.2,1103.2,193.0,222.9,168.8,2.0
197,rpi-4a,11.4,1.5,197.8,227.8,170.7,38.5,174.3
198,odroid2,151.7,197.1,205.8,8.9,168.4,296.1,434.7
199,odroid1,1600.2,212.0,95.2,216.6,488.0,444.4,214.8
200,odroid1,2.0,100.4,1087.4,202.0,196.1,14.4,2.0
201,rpi-8b,26.7,107.0,1328.1,68.2,181.0,178.7,241.7
202,odroid2,50.4,33.2,806.9,813.1,197.6,146.0,178.3
203,odroid4,217.6,380.3,353.2,94.9,972.3,252.0,177.5
204,rpi-8a,2.0,250.2,0.0,322.6,231.2,109.9,232.3
205,odroid3,188.4,646.5,0.0,43.8,1.0,112.2,2.0
206,rpi-4a,364.3,190.7,255.1,178.6,157.3,230.7,2030.9
207,rpi-8b,44.5,173.2,363.9,203.3,500.8,185.0,214.5
208,rpi-8c,76.8,192.4,0.0,198.7,123.5,74.2,34.5
209,rpi-8a,373.1,197.0,167.4,117.8,145.2,617.9,418.4
210,rpi-8c,56.1,50.8,262.8,210.1,233.6,1.0,255.7
211,rpi-8d,20.8,240.0,150.1,161.3,45.7,218.0,4.1
212,rpi-8a,67.9,157.3,119.3,331.5,226.5,72.5,36.1
213,rpi-8a,72.2,1.5,490.6,232.7,784.1,215.8,136.9
214,rpi-8b,209.8,1.5,428.0,228.5,81.2,1.0,44.1
215,odroid1,256.2,167.6,94.3,2.1,400.9,230.5,200.4
216,rpi-4a,143.2,1177.0,43.1,2.1,167.0,195.0,144.0
217,rpi-8b,208.5,50.4,216.7,1372.1,1.0,40.1,2.0
218,rpi-8b,424.4,434.6,0.0,97.5,200.5,238.7,531.7
219,rpi-8c,130.5,215.3,36.2,2.1,210.3,239.0,14.6
220,odroid4,233.7,81.5,242.9,142.0,1.0,207.8,156.7
221,odroid2,113.1,73.5,102.4,198.4,4.7,2.1,53.0
222,rpi-8d,59.5,76.3,97.7,145.4,239.6,74.5,2.0
223,odroid1,177.1,1.5,212.5,908.0,28.4,48.4,30.4
224,rpi-4a,10.2,38.0,197.3,151.0,1.0,143.9,9.4
225,rpi-8d,317.4,167.6,1038.8,226.4,242.1,1.0,426.4
226,odroid4,2.0,1.5,94.8,655.1,425.3,1.0,2.0
227,rpi-8c,180.4,90.9,0.0,106.7,1.0,235.7,17.1
228,odroid1,36.2,193.7,138.8,623.3,1.0,12.3,16.5
229,odroid1,124.9,12.1,29.8,120.0,226.7,160.2,36.7
230,rpi-8a,166.4,176.3,281.1,156.7,153.5,157.2,18.6
231,rpi-4a,163.2,340.9,0.0,230.7,231.6,45.8,167.2
232,rpi-8a,162.9,156.1,135.8,175.1,164.1,96.9,2.0
233,rpi-8b,81.3,151.6,376.1,240.1,141.7,210.2,2.0
234,rpi-8b,112.3,140.4,222.7,245.7,199.6,179.9,59.5
235,rpi-8a,87.2,164.2,257.0,419.2,173.6,173.3,220.1
236,rpi-4a,16.4,7.8,254.2,188.2,155.1,1.0,33.3
237,rpi-8c,177.5,265.3,37.1,174.7,82.8,268.0,136.4
238,rpi-8b,133.4,197.8,85.3,991.7,119.7,60.6,191.5
239,odroid4,2.0,344.3,446.3,246.7,445.3,41.1,2.0
240,rpi-4a,2.0,32.8,290.6,149.3,1.0,136.1,141.3
241,odroid1,427.9,485.9,175.3,27.2,270.2,210.8,239.0
242,odroid3,153.9,48.2,203.0,125.8,33.2,147.3,134.1
243,odroid2,2.0,231.6,85.4,758.2,22.8,7.8,161.4
244,rpi-8a,64.5,56.2,0.0,447.1,85.2,114.6,272.5
245,odroid1,80.0,1.5,1125.8,263.6,1.0,11.9,2.0
246,rpi-8c,2.0,107.5,1211.6,98.6,1.0,1.0,2.0
247,rpi-8a,184.6,1.5,78.1,810.7,109.9,1.0,28.9
248,rpi-8c,199.3,181.4,39.5,246.4,22.2,203.5,2.0
249,rpi-8c,460.8,536.6,503.9,201.2,122.1,275.8,348.6
250,odroid3,181.6,111.0,113.6,240.0,202.4,449.0,424.8
251,rpi-8a,128.2,451.6,0.0,211.3,122.8,137.5,153.0
252,odroid4,38.2,278.8,0.0,169.5,189.9,446.0,106.2
253,odroid1,216.1,230.4,31.2,135.6,262.1,129.6,2.0
254,rpi-8a,127.1,231.1,115.9,69.9,199.7,225.4,213.2
255,rpi-4a,127.2,199.5,279.2,2.1,4.4,158.7,156.6
256,rpi-8c,10.2,92.1,747.3,125.6,154.3,191.6,176.5
257,odroid3,125.7,1.5,261.9,8.4,300.5,179.8,110.2
258,odroid4,216.9,108.4,174.4,116.9,217.5,1.0,2.0
259,rpi-8a,41.5,7.5,235.6,219.6,108.3,106.8,9.1
260,rpi-8c,168.4,345.6,38.0,75.1,215.6,107.1,2.0
261,odroid2,2.0,116.6,262.8,416.7,151.2,28.0,182.5
262,rpi-4a,136.4,1.5,223.9,1696.0,171.2,81.2,232.0
263,rpi-4a,2.0,137.3,109.8,263.0,26.8,9.2,2.0
264,odroid4,266.1,1.5,135.2,163.3,211.0,150.7,224.7
265,odroid3,170.5,204.9,202.8,120.6,236.5,222.9,66.3
266,rpi-8a,121.2,130.5,265.9,34.4,30.8,37.3,41.1
267,rpi-8d,442.6,1449.5,0.0,223.8,218.0,171.8,213.9
268,rpi-8c,84.9,465.1,180.4,553.3,1.0,383.8,183.0
269,odroid1,76.1,21.9,121.7,257.0,58.7,1.0,2.0
270,rpi-8d,179.9,613.3,1.7,182.9,135.8,232.2,143.1
271,odroid2,60.9,53.1,157.0,983.5,256.7,1.0,50.0
272,odroid4,166.4,130.5,87.5,97.4,205.8,165.6,489.5
273,odroid1,243.7,196.5,0.0,262.4,211.4,138.2,2.0
274,rpi-8d,2.0,51.0,191.6,30.8,146.6,161.0,2.0
275,rpi-4a,18.7,253.8,274.5,178.6,142.9,149.5,235.1
276,rpi-8c,2.0,93.0,343.1,1253.1,17.6,1.0,181.8
277,rpi-8d,2.0,157.6,30.3,462.4,24.7,1.0,32.7
278,odroid3,370.1,155.4,105.8,173.7,185.7,246.1,20.7
279,odroid2,73.1,66.5,236.9,295.5,76.7,183.0,2.0
280,odroid1,165.7,1.5,203.5,138.5,284.3,25.3,163.6
281,odroid2,38.4,152.2,0.0,131.3,208.2,199.5,138.0
282,odroid2,114.2,212.2,40.1,204.9,176.9,136.2,2.0
283,odroid3,335.9,79.8,174.0,211.8,177.1,231.9,463.4
284,rpi-8a,149.1,171.0,265.1,233.3,57.8,192.5,163.3
285,odroid2,203.0,17.6,70.6,148.3,161.4,142.7,168.0
286,rpi-4a,77.4,197.5,262.2,78.6,1.0,173.8,30.7
287,rpi-8a,111.4,387.8,165.8,94.3,984.0,184.6,214.6
288,odroid2,132.4,1509.1,134.4,122.2,7.9,371.8,178.3
289,odroid3,257.3,86.6,123.2,192.2,161.8,134.0,245.6
290,odroid2,6.3,209.8,171.0,2.1,158.6,1.0,47.8
291,rpi-4a,474.9,196.6,136.7,187.0,165.7,229.9,212.5
292,odroid2,22.0,194.8,768.6,6.5,1.0,433.8,119.3
293,odroid4,164.5,237.1,171.2,2.1,164.3,369.4,429.5
294,rpi-8c,162.9,201.7,74.7,42.9,44.3,291.3,65.6
295,odroid4,148.5,284.8,244.5,169.0,139.0,409.5,218.4
296,odroid2,167.4,285.0,92.5,141.7,1.0,175.2,2.0
297,odroid3,38.7,34.7,943.7,287.1,1.0,1.0,2.0
298,odroid1,372.9,197.9,144.0,2.1,962.1,161.3,583.1
299,rpi-8b,179.6,161.1,243.9,234.1,372.6,5.9,173.6
0,odroid4,2.0,375.3,292.1,213.7,43.2,396.3,2.0
1,odroid3,2.0,294.4,17.3,82.0,482.8,358.3,2.0
2,odroid3,2.0,80.0,149.8,432.7,88.7,156.9,2.0
3,rpi-8a,2.0,56.0,157.0,9.3,241.7,46.7,2.0
4,rpi-8a,2.0,150.9,55.6,569.9,89.4,56.8,2.0
5,rpi-4a,2.0,154.6,147.2,411.3,60.2,102.4,2.0
6,odroid1,2.0,95.1,130.9,489.7,5.0,64.4,2.0
7,odroid2,2.0,221.4,238.8,162.4,10.2,323.4,2.0
8,rpi-8b,2.0,65.1,99.1,395.6,634.1,29.8,2.0
9,odroid3,4.9,213.9,166.3,289.5,254.0,227.6,4.5
10,odroid2,2.0,247.0,158.8,451.5,125.6,106.6,2.0
11,odroid1,2.0,118.1,132.3,64.4,127.7,30.7,2.0
12,odroid4,2.0,46.5,854.6,30.2,103.7,220.9,2.0
13,rpi-8b,2.0,606.7,98.8,848.1,258.5,89.3,2.0
14,rpi-8c,2.0,164.0,698.7,18.7,89.4,109.8,2.0
15,odroid1,2.0,47.4,493.3,7.1,39.9,144.5,2.0
16,odroid3,2.0,81.8,59.3,195.7,27.1,150.2,2.0
17,odroid2,2.0,320.2,243.9,101.1,83.2,65.0,2.0
18,odroid1,2.0,564.0,42.9,305.8,96.9,604.7,2.0
19,odroid1,2.0,95.2,115.1,460.7,33.7,306.0,2.0
20,odroid4,2.0,280.8,29.6,141.6,189.5,239.4,2.0
21,rpi-8b,2.0,93.4,127.1,210.0,91.6,273.9,2.0
22,rpi-4a,2.0,35.3,233.8,323.1,10.4,13.2,2.0
23,rpi-8a,2.0,129.6,219.3,61.5,651.7,56.2,2.0
24,rpi-8d,2.0,363.4,43.4,45.6,519.0,61.5,2.0
25,odroid4,2.0,129.2,255.6,181.3,308.6,7.3,2.0
26,rpi-8d,2.0,23.3,276.4,86.8,71.1,12.9,2.0
27,rpi-8a,2.0,134.8,79.6,334.2,104.7,130.6,2.0
28,odroid4,2.0,25.9,386.8,1082.8,47.8,40.0,2.0
29,odroid3,9.1,583.9,47.5,124.3,980.6,211.8,2.0
30,rpi-8d,2.0,120.2,3.3,315.9,14.9,32.7,2.0
31,rpi-8b,2.0,49.2,16.8,200.3,941.6,120.4,2.0
32,rpi-8a,2.0,515.0,133.3,115.6,137.3,190.4,2.0
33,rpi-8c,2.0,196.2,78.5,138.3,73.7,131.4,2.0
34,rpi-8d,2.0,398.7,5.6,14.8,143.1,224.4,2.0
35,odroid4,2.0,38.8,20.4,67.4,442.8,43.2,2.0
36,odroid2,2.0,34.8,907.2,95.1,83.7,73.8,2.0
37,odroid2,2.0,18.4,477.0,15.7,142.1,114.1,2.0
38,odroid2,2.0,8.4,279.2,547.4,1.9,102.2,2.0
39,rpi-8c,2.0,187.3,346.6,204.0,190.1,153.0,2.0
40,odroid2,2.0,15.2,1201.1,308.2,108.8,26.9,2.0
41,odroid3,2.0,305.7,92.5,379.7,239.6,85.2,2.0
42,odroid1,2.0,86.9,647.1,84.8,13.7,53.9,2.0
43,rpi-8a,2.0,201.3,16.4,29.8,191.3,32.5,8.7
44,odroid3,2.0,13.6,285.1,346.3,21.5,170.4,2.0
45,rpi-8c,2.0,430.9,6.9,471.0,56.3,164.8,2.0
46,odroid3,2.0,8.5,263.4,118.6,541.1,36.5,2.0
47,rpi-8b,2.3,178.7,168.7,164.2,646.3,239.3,2.0
48,odroid4,2.0,650.0,152.5,138.3,16.7,5.2,2.0
49,rpi-8c,2.0,17.1,758.2,308.5,18.6,123.5,2.0
50,rpi-8c,2.1,95.7,178.1,439.0,152.8,222.5,2.0
51,rpi-8a,2.0,27.5,229.0,97.7,652.5,163.9,2.0
52,odroid3,2.0,153.8,12.3,433.7,319.9,363.4,2.0
53,rpi-8a,2.0,3.9,47.1,25.3,457.3,48.7,2.0
54,rpi-4a,2.0,277.3,320.2,21.4,148.3,62.6,2.0
55,odroid3,2.0,69.6,33.7,222.3,538.5,253.2,2.0
56,odroid4,2.0,73.0,295.8,897.9,1.7,179.6,2.0
57,rpi-8d,2.0,36.9,134.2,263.0,113.5,198.6,2.0
58,rpi-8b,2.0,268.0,23.3,182.3,142.0,18.5,2.0
59,odroid4,2.0,22.3,4.3,567.0,61.2,127.4,2.0
60,rpi-8b,2.0,75.3,401.1,77.8,1064.5,292.2,2.0
61,rpi-8c,2.0,152.2,254.3,72.5,27.4,115.9,2.0
62,rpi-8d,2.0,126.8,302.1,43.8,94.4,169.6,2.0
63,rpi-8c,2.0,114.9,216.8,710.7,28.8,41.9,2.0
64,rpi-8c,2.0,120.4,61.4,209.2,22.8,135.7,2.0
65,odroid1,2.0,23.3,660.5,3.0,112.9,4.1,2.0
66,odroid1,2.0,152.7,25.0,61.5,205.7,140.3,2.0
67,odroid4,2.0,269.0,45.8,95.0,117.2,74.2,2.0
68,rpi-4a,2.2,511.8,27.2,203.3,233.3,326.8,2.0
69,odroid1,2.0,459.8,537.8,31.6,14.4,113.5,2.0
70,rpi-8d,2.0,251.5,7.8,555.4,324.6,339.2,2.0
71,rpi-8a,2.0,200.0,526.4,876.6,31.4,141.6,2.0
72,rpi-8c,2.0,242.0,94.4,66.4,199.0,5.7,2.0
73,rpi-8a,2.0,171.3,139.4,91.6,342.5,81.7,2.0
74,odroid2,2.0,378.0,450.3,37.8,13.6,127.3,2.0
75,odroid2,2.0,91.0,161.9,139.0,56.1,71.2,2.0
76,rpi-8b,2.0,37.4,947.9,352.5,556.1,421.3,2.0
77,rpi-8c,2.0,18.5,155.0,405.4,20.4,47.4,2.0
78,odroid4,2.0,29.7,782.0,45.1,14.6,117.5,2.0
79,odroid3,2.0,233.9,65.4,16.4,386.5,169.2,2.0
80,odroid3,2.0,125.3,232.3,228.6,145.7,46.6,2.0
81,rpi-8d,2.0,160.9,895.6,53.8,377.9,66.9,2.0
82,rpi-8d,2.0,5.0,373.5,56.1,640.0,27.3,2.0
