,label,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6
2081,genuine,11.9,1366.3,17.3,17.8,18.0,18.7,16.8
3514,genuine,18.6,17.2,14.7,1590.5,27.0,15.9,16.4
2707,genuine,163.0,166.0,167.0,164.0,168.0,165.0,164.0
76,impersonator,41.7,216.0,166.5,173.0,389.5,137.4,460.9
227,impersonator,65.4,171.3,35.8,63.5,283.5,43.4,115.4
264,impersonator,2.0,314.5,46.0,379.5,73.6,224.4,2.0
475,impersonator,248.2,1.5,379.1,712.5,98.3,320.9,2.0
3403,genuine,153.2,40.1,71.8,90.0,17.8,31.8,128.1
3007,genuine,31.2,2181.4,18.0,18.9,23.5,1015.5,17.5
18,genuine,235.0,227.3,433.3,16.2,232.9,233.3,433.9
541,genuine,232.2,229.2,216.7,233.1,233.2,233.3,433.3
4138,genuine,164.0,165.0,166.0,167.0,167.0,166.0,167.0
42,impersonator,90.9,56.5,865.4,615.7,22.7,160.1,76.7
130,impersonator,234.8,66.1,283.1,2.1,206.6,226.4,33.0
2549,genuine,18.0,171.0,321.0,169.0,170.0,13.0,166.0
371,impersonator,379.3,1.5,0.0,754.1,1.0,359.9,311.4
2149,genuine,166.0,165.0,165.0,166.0,165.0,165.0,166.0
178,impersonator,2.0,576.6,32.0,556.0,83.1,202.8,245.7
192,impersonator,52.5,144.1,50.1,86.2,156.6,283.9,18.4
710,impersonator,2114.3,635.2,1135.7,2141.0,618.1,2209.5,1251.8
2262,genuine,167.0,167.0,167.0,15.0,152.0,334.0,167.0
605,impersonator,2.0,44.8,81.0,467.2,4.3,38.4,2.0
495,impersonator,311.0,62.1,167.2,35.3,563.9,168.6,67.3
242,genuine,16.4,19.7,16.2,32.6,31.8,99.8,48.3
2520,genuine,230.5,16.1,235.5,400.0,233.1,233.1,451.1
1755,genuine,164.0,186.0,154.0,170.0,172.0,168.0,169.0
489,genuine,165.0,169.0,168.0,168.0,169.0,169.0,166.0
3698,genuine,14.2,443.7,32.0,231.6,232.8,451.4,15.0
385,impersonator,2.0,804.3,40.8,68.0,329.6,95.1,2.4
174,impersonator,2.0,1.5,116.5,531.7,141.7,87.3,2.0
1308,genuine,171.0,173.0,176.0,173.0,173.0,172.0,172.0
630,impersonator,16.0,84.3,96.4,765.4,12.2,72.0,28.5
513,impersonator,134.4,324.7,133.8,122.8,41.9,200.3,340.1
173,impersonator,234.2,205.0,528.6,2.1,184.6,231.0,21.3
261,impersonator,61.8,38.6,340.4,1002.0,84.8,78.3,224.9
3050,genuine,16.0,10.5,429.1,216.2,230.3,232.3,434.0
636,impersonator,23.3,489.9,402.7,4.4,482.1,6.0,74.3
196,genuine,230.5,432.6,16.8,233.2,433.9,16.1,233.1
266,impersonator,2.0,593.2,91.5,402.8,439.5,113.0,2.0
648,impersonator,35.0,6.4,594.0,170.1,223.4,348.7,161.7
3699,genuine,164.0,166.0,169.0,166.0,165.0,166.0,168.0
412,impersonator,414.8,292.2,2394.1,53.9,832.9,973.2,1002.9
574,genuine,171.0,172.0,174.0,175.0,174.0,175.0,174.0
187,impersonator,100.7,171.9,213.6,338.3,665.3,558.7,289.7
888,genuine,171.0,171.0,176.0,173.0,174.0,172.0,172.0
3771,genuine,14.8,17.6,18.4,18.4,756.8,17.1,19.5
2071,genuine,414.7,230.6,233.4,434.0,28.6,219.3,16.3
2241,genuine,20.0,14.5,558.3,839.4,19.0,18.6,19.0
221,genuine,17.0,52.4,50.6,1700.3,19.4,19.0,18.6
46,impersonator,284.4,203.0,477.2,314.4,1.0,96.0,237.7
545,impersonator,269.8,178.7,381.0,125.5,73.4,121.9,49.0
4348,genuine,165.0,169.0,168.0,167.0,167.0,167.0,167.0
414,impersonator,57.8,356.4,78.9,9.5,68.3,110.8,3.6
699,impersonator,2.0,84.3,167.8,201.7,9.5,82.1,2.0
109,impersonator,1788.5,76.3,2504.7,961.4,1672.7,1865.6,793.8
1783,genuine,166.0,185.0,157.0,169.0,169.0,171.0,12.0
571,impersonator,540.1,423.0,0.0,109.1,164.3,283.1,170.5
214,impersonator,314.5,764.4,2044.5,1512.8,659.4,1666.9,489.5
128,impersonator,2.0,136.0,290.0,319.5,273.6,274.0,349.3
735,genuine,1076.1,18.2,15.0,18.5,17.3,16.4,18.3
8,impersonator,2.0,43.0,159.1,150.0,102.5,43.1,2.0
259,impersonator,514.2,19.9,339.5,39.9,273.0,280.0,261.5
2861,genuine,164.0,178.0,154.0,170.0,169.0,12.0,167.0
1571,genuine,165.0,181.0,158.0,171.0,6.0,165.0,351.0
188,impersonator,60.6,2.7,1189.6,14.1,237.5,285.1,75.2
1615,genuine,167.0,172.0,168.0,172.0,172.0,171.0,166.0
495,genuine,167.0,170.0,168.0,173.0,170.0,171.0,166.0
1837,genuine,26.0,230.2,233.4,232.7,450.1,16.5,232.9
3471,genuine,167.0,171.0,171.0,172.0,171.0,172.0,166.0
700,impersonator,2.0,805.9,325.1,511.4,23.5,1.0,2.0
413,impersonator,143.8,904.6,2565.8,1649.0,1456.7,380.5,759.4
126,impersonator,653.4,1.5,0.0,364.7,225.4,324.5,284.9
1098,genuine,169.0,170.0,170.0,172.0,174.0,170.0,165.0
217,impersonator,2.0,57.5,315.2,101.8,3.1,87.4,2.0
615,impersonator,701.5,1867.7,1926.7,940.2,1659.6,1248.8,1521.3
123,impersonator,372.7,117.7,207.9,475.5,274.3,147.8,167.8
688,impersonator,177.1,14.0,440.7,504.6,55.0,21.9,78.3
304,impersonator,2.0,377.8,79.1,37.2,201.5,147.4,2.0
677,impersonator,9.5,123.1,370.1,304.2,104.9,138.2,68.5
1559,genuine,165.0,166.0,170.0,165.0,165.0,167.0,165.0
3343,genuine,168.0,170.0,169.0,171.0,172.0,172.0,165.0
249,impersonator,2.0,268.8,11.5,505.9,143.6,159.8,2.0
3143,genuine,223.7,232.9,232.8,233.1,433.5,16.9,232.5
747,genuine,163.0,191.0,149.0,172.0,169.0,170.0,170.0
1502,genuine,231.5,230.4,233.7,431.7,16.4,16.3,216.6
522,impersonator,433.3,1.5,487.5,542.9,515.0,37.8,2.0
2817,genuine,16.6,14.5,969.3,629.3,16.7,15.8,204.5
83,impersonator,2.0,244.4,91.3,9.1,99.0,70.4,2.0
3136,genuine,227.8,233.0,16.4,216.0,417.1,232.5,433.5
65,impersonator,48.9,135.7,74.1,662.7,54.0,93.6,156.4
3114,genuine,170.0,172.0,175.0,173.0,174.0,174.0,174.0
469,impersonator,39.8,226.0,0.0,599.6,448.2,72.7,2.0
131,impersonator,1248.1,93.1,0.0,148.2,159.5,159.4,11.8
334,impersonator,144.3,446.3,166.6,259.7,60.0,157.4,84.3
2829,genuine,14.1,230.7,231.9,233.1,233.2,433.4,16.7
676,impersonator,224.1,9.0,287.0,60.7,252.0,118.4,149.3
38,genuine,17.3,20.1,33.0,1139.3,18.7,19.5,19.7
1712,genuine,20.7,16.1,970.9,632.2,21.0,17.5,22.4
558,genuine,2.0,8.0,592.0,137.0,115.0,219.0,209.0
1595,genuine,16.5,227.3,233.3,433.1,16.6,233.2,233.4
1624,genuine,166.0,167.0,166.0,13.0,154.0,331.0,168.0
1091,genuine,15.2,19.0,530.0,838.3,16.8,18.0,17.1
666,impersonator,2.0,172.3,19.1,778.7,234.3,1123.9,2.0
1067,genuine,15.6,15.6,1175.6,18.4,19.5,20.6,17.9
638,impersonator,239.6,55.3,164.7,499.1,153.0,75.2,39.0
338,impersonator,255.9,472.1,279.7,561.8,1.0,122.2,2.0
1035,genuine,15.9,18.2,18.3,1156.2,19.0,17.9,18.9
20,impersonator,447.1,1377.1,2.9,185.9,244.2,103.9,265.7
188,impersonator,2.0,91.6,0.0,1138.3,24.9,27.8,24.6
397,impersonator,2.0,9.5,78.5,438.9,9.6,26.8,2.0
2446,genuine,13.0,216.2,215.1,199.6,416.7,233.3,233.4
4126,genuine,547.9,1048.4,16.1,16.1,16.7,17.0,16.9
567,impersonator,53.6,201.9,123.8,190.5,1.0,45.5,2.0
1358,genuine,165.0,169.0,167.0,165.0,167.0,167.0,167.0
2513,genuine,413.2,232.8,16.3,216.5,199.9,433.7,233.5
304,impersonator,361.5,293.4,75.4,369.0,363.0,297.4,156.4
574,impersonator,2.0,237.9,153.5,123.1,40.2,226.5,2.0
4391,genuine,19.3,17.1,775.4,422.6,16.7,17.4,18.6
514,impersonator,30.4,1.5,161.4,473.9,126.7,128.9,156.3
1156,genuine,12.7,15.0,805.2,14.4,15.8,17.8,17.2
3081,genuine,181.0,171.0,157.0,170.0,170.0,170.0,12.0
532,genuine,227.1,233.1,233.0,450.0,15.5,234.3,449.5
3848,genuine,171.0,175.0,173.0,173.0,172.0,172.0,175.0
3829,genuine,170.0,175.0,172.0,175.0,172.0,174.0,172.0
3335,genuine,170.0,171.0,176.0,172.0,174.0,172.0,171.0
65,impersonator,142.4,61.2,537.3,331.6,185.7,192.7,398.5
33,genuine,77.9,21.2,127.8,35.6,32.0,99.7,31.8
2577,genuine,14.1,18.2,20.5,17.5,949.0,19.6,17.6
602,impersonator,21.0,6.5,1051.4,200.1,56.2,8.8,38.0
53,impersonator,2548.8,894.3,2006.0,342.2,1485.2,2175.1,1324.8
1910,genuine,9.0,180.0,318.0,172.0,168.0,11.0,166.0
292,impersonator,148.4,161.5,180.2,94.7,21.5,163.3,2.0
4140,genuine,163.0,345.0,156.0,171.0,171.0,169.0,168.0
401,impersonator,318.9,235.7,695.1,2.1,1.0,378.0,267.5
696,impersonator,136.5,331.6,471.6,262.2,19.6,155.2,138.8
736,impersonator,173.6,360.8,421.2,3.5,1.0,308.4,92.5
276,impersonator,2.0,51.0,116.1,488.8,104.6,1.3,2.0
1819,genuine,230.7,230.0,432.7,16.8,232.7,233.3,433.5
4346,genuine,29.3,33.1,211.7,200.0,219.6,213.7,416.7
2740,genuine,169.0,172.0,175.0,173.0,173.0,173.0,172.0
116,impersonator,2.0,145.6,838.9,13.3,76.3,45.2,2.0
628,impersonator,49.5,550.5,738.9,141.6,378.7,69.2,305.3
462,impersonator,83.6,328.7,833.1,157.5,1.0,269.5,325.8
50,genuine,13.6,2089.2,19.6,19.1,422.1,19.3,18.8
633,impersonator,2.0,358.2,287.8,299.6,92.7,215.8,87.4
159,impersonator,2.0,17.2,1056.0,572.1,76.4,160.8,88.6
1942,genuine,230.0,453.4,30.4,233.6,232.8,450.6,16.8
98,impersonator,1104.0,2504.9,236.8,341.8,1506.3,828.1,381.3
2029,genuine,435.2,10.6,232.3,233.0,433.4,16.6,233.3
23,impersonator,147.0,31.4,184.6,141.5,1.0,59.5,194.1
214,impersonator,2.0,89.5,316.8,52.0,80.2,18.2,2.0
66,impersonator,2.0,5.3,39.8,621.8,267.0,44.0,2.0
179,impersonator,2.0,136.9,565.2,67.6,105.1,20.5,2.0
4475,genuine,16.6,12.0,214.4,216.1,199.9,216.7,216.0
289,impersonator,309.1,457.4,295.7,83.3,535.9,31.1,392.0
1815,genuine,215.7,413.1,233.1,433.3,16.4,233.2,433.2
834,genuine,165.0,168.0,170.0,169.0,169.0,169.0,167.0
2836,genuine,166.0,168.0,166.0,168.0,167.0,166.0,166.0
542,impersonator,76.5,414.6,247.9,70.6,176.7,118.7,180.1
2999,genuine,229.0,232.9,233.1,433.4,16.7,232.9,233.3
448,impersonator,99.7,671.5,51.4,244.1,104.9,76.3,29.8
103,impersonator,193.9,573.5,119.6,201.6,366.3,426.0,540.0
4018,genuine,15.6,17.6,119.5,1258.8,17.8,17.8,18.7
652,impersonator,201.4,101.5,191.6,831.5,31.2,60.8,152.0
3363,genuine,444.5,30.9,231.1,233.1,450.1,16.5,232.0
2212,genuine,163.0,189.0,147.0,170.0,171.0,172.0,169.0
3658,genuine,164.0,166.0,169.0,15.0,151.0,333.0,166.0
188,impersonator,62.3,30.3,5.2,574.6,4.2,136.3,2.3
2733,genuine,16.0,229.8,428.9,16.4,233.1,233.4,431.9
1480,genuine,171.0,176.0,172.0,172.0,175.0,172.0,174.0
692,genuine,163.0,170.0,166.0,165.0,168.0,166.0,169.0
143,impersonator,221.5,273.9,187.6,158.1,142.4,635.0,436.0
681,impersonator,2.0,146.3,921.5,256.6,1.7,152.1,2.0
253,genuine,15.2,16.8,1169.8,629.6,17.5,16.0,17.1
513,impersonator,146.1,218.2,129.0,58.8,186.4,120.3,179.0
1149,genuine,17.6,18.3,18.2,972.2,20.2,19.8,21.0
3320,genuine,234.5,227.9,433.6,15.5,433.6,16.1,233.3
3980,genuine,201.3,411.1,233.7,232.7,433.7,16.5,434.4
1029,genuine,16.1,214.6,630.1,16.8,232.7,233.1,433.3
4117,genuine,170.0,173.0,175.0,172.0,174.0,173.0,173.0
1737,genuine,164.0,179.0,156.0,171.0,170.0,169.0,171.0
376,impersonator,2.0,506.5,49.2,169.1,146.3,22.6,2.0
75,impersonator,656.7,380.3,2208.6,1831.7,198.4,246.7,740.3
1003,genuine,169.0,172.0,168.0,173.0,173.0,170.0,165.0
944,genuine,233.8,228.4,433.4,16.0,233.7,16.1,216.4
35,impersonator,36.5,52.8,222.1,43.3,48.7,48.4,68.3
255,impersonator,2.0,126.2,1022.7,14.4,38.5,43.2,159.4
247,genuine,13.9,23.4,970.4,632.0,23.1,18.8,21.6
9,impersonator,2.0,90.2,686.3,2.1,402.9,1.0,41.3
272,genuine,15.1,16.7,1167.9,630.4,17.0,16.5,17.5
576,impersonator,2.0,41.7,494.0,698.3,12.2,49.2,2.0
2343,genuine,164.0,185.0,154.0,170.0,171.0,170.0,169.0
600,impersonator,158.2,38.0,1083.7,343.6,134.7,6.6,97.8
665,impersonator,91.8,161.4,1205.7,10.5,186.5,221.1,72.2
586,impersonator,392.7,476.0,230.6,702.0,20.4,136.8,2.0
376,impersonator,29.8,99.3,788.4,25.5,571.8,146.7,120.3
4053,genuine,170.0,173.0,175.0,174.0,171.0,172.0,174.0
2177,genuine,168.0,189.0,155.0,172.0,7.0,167.0,350.0
318,impersonator,38.4,78.0,391.4,156.0,230.6,21.4,113.3
1127,genuine,168.0,172.0,206.0,137.0,170.0,170.0,166.0
486,impersonator,1220.6,712.6,1685.8,1934.3,1650.8,1108.3,505.5
318,impersonator,87.3,326.8,258.5,489.3,207.5,43.0,134.7
3538,genuine,225.0,234.2,232.7,232.5,232.7,232.9,216.8
760,genuine,19.4,18.1,328.8,838.5,20.6,21.0,20.9
254,impersonator,2.0,64.6,37.5,88.7,57.9,88.8,2.0
661,impersonator,145.1,469.0,38.5,110.9,220.7,216.6,130.5
3803,genuine,168.0,15.0,152.0,334.0,169.0,166.0,10.0
4185,genuine,164.0,183.0,154.0,170.0,9.0,167.0,333.0
200,impersonator,2.0,130.1,183.1,888.8,127.3,7.6,2.0
403,impersonator,2.0,511.7,135.5,572.3,70.6,269.2,424.0
400,impersonator,277.5,105.5,0.0,5.2,345.4,265.9,197.6
425,impersonator,185.4,218.0,0.0,2.1,1544.1,204.8,227.2
61,impersonator,242.8,1.5,324.0,761.8,205.3,1.0,22.6
744,impersonator,64.6,34.3,170.2,170.2,247.7,77.7,125.0
3879,genuine,429.1,16.3,233.1,233.3,433.4,16.7,433.2
324,impersonator,2.0,224.9,187.8,5.2,79.2,68.6,2.0
296,impersonator,35.1,339.8,38.5,149.1,434.0,92.1,139.6
693,impersonator,465.4,245.3,0.0,341.7,256.6,254.5,42.3
729,impersonator,239.2,296.3,63.3,118.6,229.5,112.8,183.4
298,impersonator,2.0,38.5,80.9,118.3,305.9,66.7,2.0
720,impersonator,220.8,481.4,0.0,512.2,38.5,177.6,187.6
32,impersonator,764.6,714.7,1540.6,293.0,649.6,1438.0,508.5
373,impersonator,24.8,151.9,0.0,94.6,142.2,447.3,202.2
467,impersonator,144.5,357.3,384.9,268.6,27.2,40.9,215.4
3,impersonator,374.5,327.9,70.0,71.4,677.6,474.6,557.1
2670,genuine,166.0,171.0,170.0,168.0,170.0,169.0,189.0
345,impersonator,2.0,64.5,67.5,649.5,26.4,138.3,2.0
520,impersonator,2.0,395.6,0.0,167.8,502.4,1.0,132.9
526,genuine,14.4,15.7,1591.1,27.2,15.1,632.6,19.0
3650,genuine,18.0,21.4,1196.4,18.4,15.9,18.2,18.8
3434,genuine,164.0,166.0,167.0,166.0,169.0,165.0,168.0
717,impersonator,295.3,2393.6,1042.5,375.5,229.1,1716.9,390.0
342,impersonator,2.0,15.5,827.9,168.7,22.2,54.9,2.0
350,impersonator,815.4,1503.6,2510.7,1669.9,1967.7,1582.1,1597.3
737,impersonator,179.2,1.5,464.3,847.3,1.0,30.8,113.1
41,impersonator,90.1,23.3,569.1,463.2,22.0,94.0,17.3
135,impersonator,2.0,168.2,27.8,711.6,475.9,144.6,2.0
286,impersonator,496.9,360.7,203.2,187.6,310.7,178.4,70.1
14,impersonator,229.9,69.1,59.6,69.8,137.1,1021.1,167.1
48,impersonator,200.6,165.7,180.0,175.4,202.1,158.4,193.9
361,impersonator,249.1,139.0,159.4,11.8,171.4,1.0,13.4
3251,genuine,14.3,216.8,413.6,233.3,233.2,433.3,16.7
2453,genuine,164.0,185.0,153.0,172.0,168.0,171.0,169.0
1509,genuine,170.0,173.0,173.0,173.0,171.0,173.0,171.0
340,impersonator,482.3,55.0,293.7,451.3,221.6,336.9,453.0
329,impersonator,2.0,69.6,761.9,6.4,70.8,281.9,2.0
257,genuine,14.1,18.9,954.6,834.9,20.4,20.3,20.2
4189,genuine,164.0,185.0,157.0,170.0,172.0,168.0,170.0
9,genuine,16.0,737.9,18.5,17.8,18.1,58.2,65.1
4214,genuine,165.0,168.0,168.0,168.0,168.0,168.0,167.0
450,impersonator,526.3,213.9,438.5,235.9,329.8,544.8,472.2
457,impersonator,71.8,95.8,106.9,233.4,3.3,14.4,94.6
273,impersonator,2.0,392.6,266.4,8.1,140.1,152.9,2.0
3270,genuine,15.9,10.2,14.5,42.4,16.7,1220.6,34.7
745,impersonator,62.2,93.2,847.0,269.4,35.4,101.1,14.4
233,genuine,170.0,174.0,175.0,202.0,146.0,173.0,173.0
131,impersonator,2220.4,2398.0,642.1,1426.6,128.5,2250.4,733.8
254,impersonator,74.6,31.8,1258.4,8.7,12.9,78.4,172.5
147,impersonator,2.0,84.6,258.2,190.3,17.8,230.4,2.0
653,impersonator,17.5,361.1,1259.0,174.5,145.1,1.0,463.4
140,genuine,167.0,184.0,5.0,167.0,333.0,167.0,167.0
4045,genuine,233.4,228.8,233.9,15.9,216.5,199.3,417.3
1123,genuine,14.3,12.0,650.7,29.0,233.8,231.1,450.4
1172,genuine,165.0,167.0,168.0,16.0,150.0,333.0,167.0
47,impersonator,2.0,33.2,92.3,964.0,7.1,59.3,2.0
355,impersonator,26.8,19.9,73.0,49.7,361.9,80.2,139.6
554,impersonator,395.1,141.2,165.6,93.1,170.4,33.6,30.4
1785,genuine,14.8,11.9,229.9,198.4,216.7,216.1,617.3
2631,genuine,164.0,166.0,167.0,3.0,165.0,3.0,330.0
457,impersonator,82.3,74.9,81.6,177.1,2.5,1.0,73.4
61,impersonator,1358.9,1224.8,2659.0,1260.5,278.9,607.4,1167.9
607,impersonator,192.7,1.5,373.5,661.8,454.1,1.0,242.0
397,genuine,195.6,433.2,233.1,433.3,16.5,233.1,233.2
3437,genuine,24.8,249.5,251.1,448.5,31.6,250.1,250.0
994,genuine,171.0,195.0,156.0,178.0,3.0,180.0,342.0
521,impersonator,2.0,39.7,77.5,78.8,85.7,55.7,2.0
443,impersonator,470.9,2663.4,743.6,303.0,264.4,670.9,181.0
601,impersonator,964.3,2359.2,886.1,473.8,1635.1,1240.1,1997.3
3735,genuine,169.0,190.0,7.0,150.0,334.0,171.0,171.0
183,impersonator,316.2,32.9,638.4,1629.7,794.8,657.7,1415.2
464,impersonator,1981.5,2439.1,2008.5,633.4,774.3,2214.6,1278.8
3160,genuine,167.0,194.0,150.0,170.0,171.0,171.0,10.0
1231,genuine,165.0,169.0,171.0,168.0,168.0,170.0,169.0
1022,genuine,15.6,10.8,216.3,214.5,216.7,416.9,433.3
460,impersonator,2.0,299.0,684.2,559.7,125.4,1.0,395.6
1353,genuine,16.7,29.4,111.6,23.5,72.8,33.3,92.8
4209,genuine,167.0,167.0,167.0,168.0,167.0,168.0,166.0
642,impersonator,102.3,589.2,0.0,2.1,464.9,191.0,288.1
2041,genuine,542.1,20.5,29.3,79.8,60.5,1943.5,19.4
441,impersonator,276.6,1.5,0.0,339.0,13.6,318.5,192.6
3760,genuine,28.2,1544.2,19.7,24.2,16.8,1413.7,19.8
304,genuine,170.0,174.0,176.0,173.0,174.0,175.0,174.0
4157,genuine,164.0,180.0,159.0,172.0,169.0,171.0,167.0
4397,genuine,167.0,193.0,151.0,170.0,169.0,170.0,171.0
3432,genuine,166.0,169.0,168.0,165.0,169.0,167.0,168.0
390,impersonator,2.0,214.6,386.7,435.5,197.2,1.0,629.8
1376,genuine,168.0,170.0,169.0,171.0,173.0,169.0,167.0
3263,genuine,163.0,190.0,150.0,170.0,170.0,172.0,170.0
651,impersonator,110.3,132.0,618.4,160.6,52.8,44.8,314.9
1167,genuine,231.0,14.5,215.6,199.8,216.6,216.5,416.8
670,impersonator,168.8,26.4,378.8,171.2,199.4,180.5,92.0
738,impersonator,2.0,381.2,154.3,102.8,113.2,231.7,2.0
1514,genuine,164.0,353.0,151.0,170.0,169.0,169.0,168.0
3617,genuine,16.3,1170.6,210.1,17.6,19.0,20.4,23.0
520,impersonator,1140.4,2554.0,115.9,174.0,116.4,2100.8,1934.1
97,impersonator,119.2,231.7,29.4,9.6,172.9,18.9,451.5
25,impersonator,620.1,500.9,0.0,2.1,745.7,372.3,209.4
174,impersonator,2.0,1.5,941.9,274.6,177.2,185.2,74.0
1831,genuine,202.7,15.2,16.4,16.7,16.6,17.0,18.0
2586,genuine,432.2,15.6,231.3,233.1,433.3,16.6,233.3
3411,genuine,15.0,16.5,792.5,631.7,20.0,16.9,19.8
2521,genuine,172.0,174.0,175.0,172.0,173.0,171.0,172.0
454,genuine,431.4,15.6,233.4,232.8,433.4,16.6,232.8
1742,genuine,98.8,950.7,18.6,17.6,17.0,18.3,2019.5
298,impersonator,275.1,175.3,184.2,53.1,295.9,177.4,101.8
4458,genuine,450.3,39.7,249.4,251.7,247.9,221.1,27.3
516,impersonator,2.0,449.5,289.0,237.9,69.3,140.1,2.0
1869,genuine,164.0,168.0,166.0,167.0,168.0,166.0,167.0
212,impersonator,2.0,180.7,464.2,98.6,98.1,214.5,2.0
154,impersonator,165.1,178.3,69.6,2.1,176.0,167.6,198.0
2585,genuine,229.7,433.1,16.3,232.4,233.3,433.3,16.7
724,impersonator,594.2,267.5,377.6,72.2,217.1,270.2,381.3
3488,genuine,1224.9,16.9,14.3,17.8,18.2,27.5,58.8
317,genuine,171.0,172.0,174.0,175.0,175.0,174.0,175.0
3021,genuine,424.9,17.1,231.9,233.1,233.1,216.7,233.5
1515,genuine,51.8,787.2,17.7,18.2,18.1,58.0,2422.7
4063,genuine,180.0,176.0,155.0,170.0,171.0,172.0,171.0
218,impersonator,132.4,264.5,756.1,2.1,264.3,293.2,232.3
2328,genuine,171.0,172.0,174.0,172.0,175.0,174.0,173.0
1203,genuine,616.1,28.6,232.3,449.8,15.5,233.8,232.9
3844,genuine,167.0,173.0,168.0,171.0,171.0,174.0,165.0
68,impersonator,1593.5,2658.2,172.3,645.7,2025.3,2208.8,2554.4
3412,genuine,166.0,173.0,167.0,171.0,172.0,169.0,166.0
3443,genuine,1814.9,15.9,17.9,18.3,18.0,18.5,17.5
357,impersonator,1812.6,1697.2,1397.2,87.4,374.3,715.1,2185.1
211,impersonator,376.6,60.8,179.6,129.6,268.1,3.3,205.9
2501,genuine,15.0,20.1,19.8,1012.4,17.9,16.4,18.8
721,impersonator,441.7,803.5,95.0,88.9,103.4,145.7,84.3
501,impersonator,51.0,411.1,290.7,11.0,303.2,188.1,8.6
496,impersonator,2.0,1.5,574.5,500.8,479.7,121.7,547.5
3656,genuine,228.3,433.9,15.6,232.7,233.5,233.3,433.4
3841,genuine,163.0,184.0,167.0,166.0,167.0,166.0,182.0
143,impersonator,79.8,454.4,33.9,196.0,73.7,635.9,282.5
277,genuine,166.0,172.0,169.0,171.0,172.0,173.0,166.0
2828,genuine,166.0,167.0,169.0,171.0,169.0,168.0,171.0
3953,genuine,1096.6,16.4,18.7,18.5,18.4,18.4,33.0
1315,genuine,18.2,16.5,16.4,361.7,1055.7,15.6,16.9
743,impersonator,182.0,416.9,120.3,187.9,248.9,403.0,451.9
163,impersonator,53.8,155.6,155.7,116.7,3.6,102.6,46.8
77,impersonator,1523.3,31.5,2446.4,300.4,31.3,966.7,409.2
1373,genuine,230.1,433.0,16.5,233.5,16.1,216.6,200.0
